bearing_id,transh_object_id,case_id,bearing_name,raw_label,default_fault_type,default_fault_position,default_fault_severity,diagnosis_confidence,rca_confidence,true_reason_id,true_reason_type,true_stage,design_id,material_batch_id,manufacturing_batch_id,assembly_id,inspection_id,operation_id,has_design,has_material,has_manufacturing,has_assembly,has_inspection,has_operation,lifecycle_complete,display_label,remark
BRG-00001,BRG-00001,BFB-00001,BRG-00001,OR014,outer_race_fault,outer_race,medium,0.6635,0.6369,BASM-00001,AssemblyRecord,assembly,BDES-00407,BMAT-00415,BMAN-00361,BASM-00001,BINSP-00001,BOPR-00001,1,1,1,1,1,1,1,BRG-00001 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02898,BRG-02898,BFB-02898,BRG-02898,IR014,inner_race_fault,inner_race,medium,0.7898,0.642,BMAT-00374,MaterialBatch,material,BDES-00380,BMAT-00374,BMAN-00250,BASM-02898,BINSP-02898,BOPR-02898,1,1,1,1,1,1,1,BRG-02898 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02899,BRG-02899,BFB-02899,BRG-02899,Normal,normal,none,normal,0.877,0.8701,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00236,BMAT-00339,BMAN-00775,BASM-02899,BINSP-02899,BOPR-02899,1,1,1,1,1,1,1,BRG-02899 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02900,BRG-02900,BFB-02900,BRG-02900,OR021,outer_race_fault,outer_race,severe,0.684,0.67,BASM-02900,AssemblyRecord,assembly,BDES-00243,BMAT-00490,BMAN-00163,BASM-02900,BINSP-02900,BOPR-02900,1,1,1,1,1,1,1,BRG-02900 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02901,BRG-02901,BFB-02901,BRG-02901,OR014,outer_race_fault,outer_race,medium,0.6557,0.6145,BDES-00184,BearingDesignSpec,design,BDES-00184,BMAT-00152,BMAN-01077,BASM-02901,BINSP-02901,BOPR-02901,1,1,1,1,1,1,1,BRG-02901 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02902,BRG-02902,BFB-02902,BRG-02902,IR014,inner_race_fault,inner_race,medium,0.6599,0.7446,BMAT-00046,MaterialBatch,material,BDES-00315,BMAT-00046,BMAN-00311,BASM-02902,BINSP-02902,BOPR-02902,1,1,1,1,1,1,1,BRG-02902 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02903,BRG-02903,BFB-02903,BRG-02903,Normal,normal,none,normal,0.8627,0.825,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00380,BMAT-00238,BMAN-00892,BASM-02903,BINSP-02903,BOPR-02903,1,1,1,1,1,1,1,BRG-02903 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02904,BRG-02904,BFB-02904,BRG-02904,IR007,inner_race_fault,inner_race,slight,0.7227,0.6475,BMAN-01182,ManufacturingBatch,manufacturing,BDES-00314,BMAT-00035,BMAN-01182,BASM-02904,BINSP-02904,BOPR-02904,1,1,1,1,1,1,1,BRG-02904 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02905,BRG-02905,BFB-02905,BRG-02905,OR014,outer_race_fault,outer_race,medium,0.6822,0.6923,BMAN-00441,ManufacturingBatch,manufacturing,BDES-00184,BMAT-00159,BMAN-00441,BASM-02905,BINSP-02905,BOPR-02905,1,1,1,1,1,1,1,BRG-02905 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02906,BRG-02906,BFB-02906,BRG-02906,Normal,normal,none,normal,0.8645,0.8186,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00541,BMAT-00072,BMAN-00042,BASM-02906,BINSP-02906,BOPR-02906,1,1,1,1,1,1,1,BRG-02906 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02907,BRG-02907,BFB-02907,BRG-02907,IR014,inner_race_fault,inner_race,medium,0.6349,0.706,BMAN-00830,ManufacturingBatch,manufacturing,BDES-00059,BMAT-00160,BMAN-00830,BASM-02907,BINSP-02907,BOPR-02907,1,1,1,1,1,1,1,BRG-02907 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02908,BRG-02908,BFB-02908,BRG-02908,OR021,outer_race_fault,outer_race,severe,0.7235,0.7171,BMAN-00333,ManufacturingBatch,manufacturing,BDES-00389,BMAT-00426,BMAN-00333,BASM-02908,BINSP-02908,BOPR-02908,1,1,1,1,1,1,1,BRG-02908 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02909,BRG-02909,BFB-02909,BRG-02909,B021,rolling_element_fault,rolling_element,severe,0.7182,0.7121,BOPR-02909,MaintenanceRecord,operation,BDES-00551,BMAT-00023,BMAN-01145,BASM-02909,BINSP-02909,BOPR-02909,1,1,1,1,1,1,1,BRG-02909 | rolling_element_fault | rolling_element | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02910,BRG-02910,BFB-02910,BRG-02910,OR007,outer_race_fault,outer_race,slight,0.7711,0.702,BOPR-02910,MaintenanceRecord,operation,BDES-00009,BMAT-00274,BMAN-00776,BASM-02910,BINSP-02910,BOPR-02910,1,1,1,1,1,1,1,BRG-02910 | outer_race_fault | outer_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02911,BRG-02911,BFB-02911,BRG-02911,Normal,normal,none,normal,0.8611,0.8048,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00791,BMAT-00068,BMAN-00931,BASM-02911,BINSP-02911,BOPR-02911,1,1,1,1,1,1,1,BRG-02911 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02912,BRG-02912,BFB-02912,BRG-02912,B014,rolling_element_fault,rolling_element,medium,0.7048,0.6689,BMAN-00778,ManufacturingBatch,manufacturing,BDES-00406,BMAT-00003,BMAN-00778,BASM-02912,BINSP-02912,BOPR-02912,1,1,1,1,1,1,1,BRG-02912 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02913,BRG-02913,BFB-02913,BRG-02913,OR014,outer_race_fault,outer_race,medium,0.644,0.6462,BASM-02913,AssemblyRecord,assembly,BDES-00524,BMAT-00397,BMAN-00529,BASM-02913,BINSP-02913,BOPR-02913,1,1,1,1,1,1,1,BRG-02913 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02914,BRG-02914,BFB-02914,BRG-02914,OR007,outer_race_fault,outer_race,slight,0.6221,0.5937,BDES-00799,BearingDesignSpec,design,BDES-00799,BMAT-00234,BMAN-01158,BASM-02914,BINSP-02914,BOPR-02914,1,1,1,1,1,1,1,BRG-02914 | outer_race_fault | outer_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02915,BRG-02915,BFB-02915,BRG-02915,OR014,outer_race_fault,outer_race,medium,0.7153,0.7357,BOPR-02915,MaintenanceRecord,operation,BDES-00237,BMAT-00225,BMAN-00458,BASM-02915,BINSP-02915,BOPR-02915,1,1,1,1,1,1,1,BRG-02915 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02916,BRG-02916,BFB-02916,BRG-02916,B014,rolling_element_fault,rolling_element,medium,0.6698,0.7021,BMAN-00898,ManufacturingBatch,manufacturing,BDES-00132,BMAT-00116,BMAN-00898,BASM-02916,BINSP-02916,BOPR-02916,1,1,1,1,1,1,1,BRG-02916 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02917,BRG-02917,BFB-02917,BRG-02917,Normal,normal,none,normal,0.9268,0.8145,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00180,BMAT-00344,BMAN-00513,BASM-02917,BINSP-02917,BOPR-02917,1,1,1,1,1,1,1,BRG-02917 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02918,BRG-02918,BFB-02918,BRG-02918,IR014,inner_race_fault,inner_race,medium,0.7511,0.6834,BMAT-00001,MaterialBatch,material,BDES-00244,BMAT-00001,BMAN-01107,BASM-02918,BINSP-02918,BOPR-02918,1,1,1,1,1,1,1,BRG-02918 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02919,BRG-02919,BFB-02919,BRG-02919,OR007,outer_race_fault,outer_race,slight,0.6656,0.5956,BMAN-01105,ManufacturingBatch,manufacturing,BDES-00722,BMAT-00208,BMAN-01105,BASM-02919,BINSP-02919,BOPR-02919,1,1,1,1,1,1,1,BRG-02919 | outer_race_fault | outer_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02920,BRG-02920,BFB-02920,BRG-02920,IR007,inner_race_fault,inner_race,slight,0.6481,0.7505,BMAN-00619,ManufacturingBatch,manufacturing,BDES-00729,BMAT-00451,BMAN-00619,BASM-02920,BINSP-02920,BOPR-02920,1,1,1,1,1,1,1,BRG-02920 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02921,BRG-02921,BFB-02921,BRG-02921,OR014,outer_race_fault,outer_race,medium,0.684,0.7176,BMAN-00884,ManufacturingBatch,manufacturing,BDES-00206,BMAT-00010,BMAN-00884,BASM-02921,BINSP-02921,BOPR-02921,1,1,1,1,1,1,1,BRG-02921 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02922,BRG-02922,BFB-02922,BRG-02922,IR007,inner_race_fault,inner_race,slight,0.7025,0.6558,BASM-02922,AssemblyRecord,assembly,BDES-00049,BMAT-00064,BMAN-00503,BASM-02922,BINSP-02922,BOPR-02922,1,1,1,1,1,1,1,BRG-02922 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02923,BRG-02923,BFB-02923,BRG-02923,OR021,outer_race_fault,outer_race,severe,0.7522,0.6569,BOPR-02923,MaintenanceRecord,operation,BDES-00287,BMAT-00293,BMAN-00933,BASM-02923,BINSP-02923,BOPR-02923,1,1,1,1,1,1,1,BRG-02923 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02924,BRG-02924,BFB-02924,BRG-02924,B021,rolling_element_fault,rolling_element,severe,0.7638,0.7768,BMAN-00125,ManufacturingBatch,manufacturing,BDES-00078,BMAT-00093,BMAN-00125,BASM-02924,BINSP-02924,BOPR-02924,1,1,1,1,1,1,1,BRG-02924 | rolling_element_fault | rolling_element | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02925,BRG-02925,BFB-02925,BRG-02925,IR007,inner_race_fault,inner_race,slight,0.7433,0.6129,BDES-00743,BearingDesignSpec,design,BDES-00743,BMAT-00166,BMAN-00617,BASM-02925,BINSP-02925,BOPR-02925,1,1,1,1,1,1,1,BRG-02925 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02926,BRG-02926,BFB-02926,BRG-02926,IR007,inner_race_fault,inner_race,slight,0.5887,0.6421,BASM-02926,AssemblyRecord,assembly,BDES-00046,BMAT-00176,BMAN-00396,BASM-02926,BINSP-02926,BOPR-02926,1,1,1,1,1,1,1,BRG-02926 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02927,BRG-02927,BFB-02927,BRG-02927,OR007,outer_race_fault,outer_race,slight,0.7394,0.6288,BASM-02927,AssemblyRecord,assembly,BDES-00534,BMAT-00472,BMAN-01130,BASM-02927,BINSP-02927,BOPR-02927,1,1,1,1,1,1,1,BRG-02927 | outer_race_fault | outer_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02928,BRG-02928,BFB-02928,BRG-02928,Normal,normal,none,normal,0.9347,0.8404,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00595,BMAT-00160,BMAN-00844,BASM-02928,BINSP-02928,BOPR-02928,1,1,1,1,1,1,1,BRG-02928 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02929,BRG-02929,BFB-02929,BRG-02929,Normal,normal,none,normal,0.912,0.798,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00063,BMAT-00132,BMAN-00231,BASM-02929,BINSP-02929,BOPR-02929,1,1,1,1,1,1,1,BRG-02929 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02930,BRG-02930,BFB-02930,BRG-02930,OR021,outer_race_fault,outer_race,severe,0.7039,0.7313,BMAN-00451,ManufacturingBatch,manufacturing,BDES-00563,BMAT-00451,BMAN-00451,BASM-02930,BINSP-02930,BOPR-02930,1,1,1,1,1,1,1,BRG-02930 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02931,BRG-02931,BFB-02931,BRG-02931,OR021,outer_race_fault,outer_race,severe,0.7962,0.7528,BASM-02931,AssemblyRecord,assembly,BDES-00453,BMAT-00109,BMAN-00219,BASM-02931,BINSP-02931,BOPR-02931,1,1,1,1,1,1,1,BRG-02931 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02932,BRG-02932,BFB-02932,BRG-02932,Normal,normal,none,normal,0.9576,0.8489,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00748,BMAT-00425,BMAN-00706,BASM-02932,BINSP-02932,BOPR-02932,1,1,1,1,1,1,1,BRG-02932 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02933,BRG-02933,BFB-02933,BRG-02933,IR021,inner_race_fault,inner_race,severe,0.7207,0.6443,BMAT-00182,MaterialBatch,material,BDES-00368,BMAT-00182,BMAN-00982,BASM-02933,BINSP-02933,BOPR-02933,1,1,1,1,1,1,1,BRG-02933 | inner_race_fault | inner_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02934,BRG-02934,BFB-02934,BRG-02934,Normal,normal,none,normal,0.8831,0.8024,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00524,BMAT-00184,BMAN-00387,BASM-02934,BINSP-02934,BOPR-02934,1,1,1,1,1,1,1,BRG-02934 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02935,BRG-02935,BFB-02935,BRG-02935,Normal,normal,none,normal,0.8928,0.8738,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00427,BMAT-00264,BMAN-00109,BASM-02935,BINSP-02935,BOPR-02935,1,1,1,1,1,1,1,BRG-02935 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02936,BRG-02936,BFB-02936,BRG-02936,OR014,outer_race_fault,outer_race,medium,0.7777,0.6985,BMAN-00650,ManufacturingBatch,manufacturing,BDES-00215,BMAT-00012,BMAN-00650,BASM-02936,BINSP-02936,BOPR-02936,1,1,1,1,1,1,1,BRG-02936 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02937,BRG-02937,BFB-02937,BRG-02937,IR021,inner_race_fault,inner_race,severe,0.7376,0.8006,BMAT-00415,MaterialBatch,material,BDES-00446,BMAT-00415,BMAN-01164,BASM-02937,BINSP-02937,BOPR-02937,1,1,1,1,1,1,1,BRG-02937 | inner_race_fault | inner_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02938,BRG-02938,BFB-02938,BRG-02938,B021,rolling_element_fault,rolling_element,severe,0.7075,0.708,BDES-00180,BearingDesignSpec,design,BDES-00180,BMAT-00324,BMAN-01194,BASM-02938,BINSP-02938,BOPR-02938,1,1,1,1,1,1,1,BRG-02938 | rolling_element_fault | rolling_element | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02939,BRG-02939,BFB-02939,BRG-02939,B007,rolling_element_fault,rolling_element,slight,0.6341,0.6786,BMAN-00552,ManufacturingBatch,manufacturing,BDES-00675,BMAT-00196,BMAN-00552,BASM-02939,BINSP-02939,BOPR-02939,1,1,1,1,1,1,1,BRG-02939 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02940,BRG-02940,BFB-02940,BRG-02940,OR021,outer_race_fault,outer_race,severe,0.7593,0.7298,BMAT-00479,MaterialBatch,material,BDES-00704,BMAT-00479,BMAN-00164,BASM-02940,BINSP-02940,BOPR-02940,1,1,1,1,1,1,1,BRG-02940 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02941,BRG-02941,BFB-02941,BRG-02941,B014,rolling_element_fault,rolling_element,medium,0.7123,0.6364,BOPR-02941,MaintenanceRecord,operation,BDES-00403,BMAT-00336,BMAN-00840,BASM-02941,BINSP-02941,BOPR-02941,1,1,1,1,1,1,1,BRG-02941 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02942,BRG-02942,BFB-02942,BRG-02942,B014,rolling_element_fault,rolling_element,medium,0.7046,0.8144,BASM-02942,AssemblyRecord,assembly,BDES-00061,BMAT-00427,BMAN-00048,BASM-02942,BINSP-02942,BOPR-02942,1,1,1,1,1,1,1,BRG-02942 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02943,BRG-02943,BFB-02943,BRG-02943,OR021,outer_race_fault,outer_race,severe,0.7196,0.6464,BMAN-01031,ManufacturingBatch,manufacturing,BDES-00184,BMAT-00449,BMAN-01031,BASM-02943,BINSP-02943,BOPR-02943,1,1,1,1,1,1,1,BRG-02943 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02944,BRG-02944,BFB-02944,BRG-02944,B021,rolling_element_fault,rolling_element,severe,0.6703,0.7025,BINSP-02944,InspectionRecord,inspection,BDES-00253,BMAT-00474,BMAN-01019,BASM-02944,BINSP-02944,BOPR-02944,1,1,1,1,1,1,1,BRG-02944 | rolling_element_fault | rolling_element | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02945,BRG-02945,BFB-02945,BRG-02945,B014,rolling_element_fault,rolling_element,medium,0.7673,0.6674,BINSP-02945,InspectionRecord,inspection,BDES-00155,BMAT-00409,BMAN-00186,BASM-02945,BINSP-02945,BOPR-02945,1,1,1,1,1,1,1,BRG-02945 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02946,BRG-02946,BFB-02946,BRG-02946,OR014,outer_race_fault,outer_race,medium,0.7217,0.7467,BASM-02946,AssemblyRecord,assembly,BDES-00689,BMAT-00192,BMAN-00983,BASM-02946,BINSP-02946,BOPR-02946,1,1,1,1,1,1,1,BRG-02946 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02947,BRG-02947,BFB-02947,BRG-02947,OR021,outer_race_fault,outer_race,severe,0.6792,0.7693,BMAT-00059,MaterialBatch,material,BDES-00736,BMAT-00059,BMAN-00793,BASM-02947,BINSP-02947,BOPR-02947,1,1,1,1,1,1,1,BRG-02947 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02948,BRG-02948,BFB-02948,BRG-02948,IR014,inner_race_fault,inner_race,medium,0.6766,0.7172,BOPR-02948,MaintenanceRecord,operation,BDES-00722,BMAT-00306,BMAN-00941,BASM-02948,BINSP-02948,BOPR-02948,1,1,1,1,1,1,1,BRG-02948 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02949,BRG-02949,BFB-02949,BRG-02949,IR007,inner_race_fault,inner_race,slight,0.7054,0.6805,BMAN-00702,ManufacturingBatch,manufacturing,BDES-00344,BMAT-00113,BMAN-00702,BASM-02949,BINSP-02949,BOPR-02949,1,1,1,1,1,1,1,BRG-02949 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02950,BRG-02950,BFB-02950,BRG-02950,OR007,outer_race_fault,outer_race,slight,0.6752,0.5746,BOPR-02950,MaintenanceRecord,operation,BDES-00793,BMAT-00209,BMAN-01036,BASM-02950,BINSP-02950,BOPR-02950,1,1,1,1,1,1,1,BRG-02950 | outer_race_fault | outer_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02951,BRG-02951,BFB-02951,BRG-02951,OR021,outer_race_fault,outer_race,severe,0.8171,0.7161,BINSP-02951,InspectionRecord,inspection,BDES-00138,BMAT-00060,BMAN-00827,BASM-02951,BINSP-02951,BOPR-02951,1,1,1,1,1,1,1,BRG-02951 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02952,BRG-02952,BFB-02952,BRG-02952,OR014,outer_race_fault,outer_race,medium,0.687,0.6796,BASM-02952,AssemblyRecord,assembly,BDES-00345,BMAT-00461,BMAN-00085,BASM-02952,BINSP-02952,BOPR-02952,1,1,1,1,1,1,1,BRG-02952 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02953,BRG-02953,BFB-02953,BRG-02953,B007,rolling_element_fault,rolling_element,slight,0.719,0.6944,BMAT-00343,MaterialBatch,material,BDES-00077,BMAT-00343,BMAN-01073,BASM-02953,BINSP-02953,BOPR-02953,1,1,1,1,1,1,1,BRG-02953 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02954,BRG-02954,BFB-02954,BRG-02954,B007,rolling_element_fault,rolling_element,slight,0.6535,0.5976,BMAT-00127,MaterialBatch,material,BDES-00286,BMAT-00127,BMAN-00982,BASM-02954,BINSP-02954,BOPR-02954,1,1,1,1,1,1,1,BRG-02954 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02955,BRG-02955,BFB-02955,BRG-02955,OR014,outer_race_fault,outer_race,medium,0.7114,0.6985,BASM-02955,AssemblyRecord,assembly,BDES-00648,BMAT-00285,BMAN-00612,BASM-02955,BINSP-02955,BOPR-02955,1,1,1,1,1,1,1,BRG-02955 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02956,BRG-02956,BFB-02956,BRG-02956,IR007,inner_race_fault,inner_race,slight,0.6782,0.607,BMAT-00059,MaterialBatch,material,BDES-00316,BMAT-00059,BMAN-00140,BASM-02956,BINSP-02956,BOPR-02956,1,1,1,1,1,1,1,BRG-02956 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02957,BRG-02957,BFB-02957,BRG-02957,IR014,inner_race_fault,inner_race,medium,0.7447,0.6749,BASM-02957,AssemblyRecord,assembly,BDES-00310,BMAT-00451,BMAN-00566,BASM-02957,BINSP-02957,BOPR-02957,1,1,1,1,1,1,1,BRG-02957 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02958,BRG-02958,BFB-02958,BRG-02958,B021,rolling_element_fault,rolling_element,severe,0.7036,0.6965,BMAN-00403,ManufacturingBatch,manufacturing,BDES-00416,BMAT-00077,BMAN-00403,BASM-02958,BINSP-02958,BOPR-02958,1,1,1,1,1,1,1,BRG-02958 | rolling_element_fault | rolling_element | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02959,BRG-02959,BFB-02959,BRG-02959,OR007,outer_race_fault,outer_race,slight,0.6501,0.698,BMAN-01115,ManufacturingBatch,manufacturing,BDES-00635,BMAT-00365,BMAN-01115,BASM-02959,BINSP-02959,BOPR-02959,1,1,1,1,1,1,1,BRG-02959 | outer_race_fault | outer_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02960,BRG-02960,BFB-02960,BRG-02960,Normal,normal,none,normal,0.9453,0.8942,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00652,BMAT-00427,BMAN-00526,BASM-02960,BINSP-02960,BOPR-02960,1,1,1,1,1,1,1,BRG-02960 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-02961,BRG-02961,BFB-02961,BRG-02961,Normal,normal,none,normal,0.8666,0.8353,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00117,BMAT-00381,BMAN-01171,BASM-02961,BINSP-02961,BOPR-02961,1,1,1,1,1,1,1,BRG-02961 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
