feedback_id,bearing_id,raw_label,fault_type,fault_position,fault_severity,diagnosis_confidence,rca_text,fault_evolution_text,rca_confidence,true_reason_id,true_reason_type,true_stage
BFB-02362,BRG-02362,OR014,outer_race_fault,outer_race,medium,0.6378,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00111。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.7297,BMAN-00111,ManufacturingBatch,manufacturing
BFB-02363,BRG-02363,OR014,outer_race_fault,outer_race,medium,0.6764,结合振动、峭度和温升特征，外圈故障与检测阶段异常高度一致，优先追溯到 BINSP-02363。,风险首先在检测阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6846,BINSP-02363,InspectionRecord,inspection
BFB-02364,BRG-02364,IR014,inner_race_fault,inner_race,medium,0.6364,诊断结果显示轴承出现中等内圈故障，根因更可能来自装配阶段实体 BASM-02364 的风险累积。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6326,BASM-02364,AssemblyRecord,assembly
BFB-02365,BRG-02365,IR014,inner_race_fault,inner_race,medium,0.693,结合振动、峭度和温升特征，内圈故障与装配阶段异常高度一致，优先追溯到 BASM-02365。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7292,BASM-02365,AssemblyRecord,assembly
BFB-02366,BRG-02366,B007,rolling_element_fault,rolling_element,slight,0.6717,诊断结果显示轴承出现轻微滚动体故障，根因更可能来自设计阶段实体 BDES-00750 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微滚动体故障。,0.6122,BDES-00750,BearingDesignSpec,design
BFB-02367,BRG-02367,OR014,outer_race_fault,outer_race,medium,0.7094,该样本的生命周期风险在设计阶段较突出，能够解释当前中等外圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7139,BDES-00342,BearingDesignSpec,design
BFB-02368,BRG-02368,IR014,inner_race_fault,inner_race,medium,0.7041,诊断结果显示轴承出现中等内圈故障，根因更可能来自制造阶段实体 BMAN-00196 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7251,BMAN-00196,ManufacturingBatch,manufacturing
BFB-02369,BRG-02369,OR021,outer_race_fault,outer_race,severe,0.7555,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-02369。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.7051,BASM-02369,AssemblyRecord,assembly
BFB-02370,BRG-02370,OR007,outer_race_fault,outer_race,slight,0.6465,诊断结果显示轴承出现轻微外圈故障，根因更可能来自制造阶段实体 BMAN-00482 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6801,BMAN-00482,ManufacturingBatch,manufacturing
BFB-02371,BRG-02371,IR021,inner_race_fault,inner_race,severe,0.7579,结合振动、峭度和温升特征，内圈故障与装配阶段异常高度一致，优先追溯到 BASM-02371。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重内圈故障。,0.7144,BASM-02371,AssemblyRecord,assembly
BFB-02372,BRG-02372,IR007,inner_race_fault,inner_race,slight,0.6074,结合振动、峭度和温升特征，内圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00028。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微内圈故障。,0.7255,BMAN-00028,ManufacturingBatch,manufacturing
BFB-02373,BRG-02373,IR007,inner_race_fault,inner_race,slight,0.7015,诊断结果显示轴承出现轻微内圈故障，根因更可能来自设计阶段实体 BDES-00031 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微内圈故障。,0.7844,BDES-00031,BearingDesignSpec,design
BFB-02374,BRG-02374,IR021,inner_race_fault,inner_race,severe,0.7934,结合振动、峭度和温升特征，内圈故障与装配阶段异常高度一致，优先追溯到 BASM-02374。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7819,BASM-02374,AssemblyRecord,assembly
BFB-02375,BRG-02375,B014,rolling_element_fault,rolling_element,medium,0.6657,诊断结果显示轴承出现中等滚动体故障，根因更可能来自材料阶段实体 BMAT-00238 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.6232,BMAT-00238,MaterialBatch,material
BFB-02376,BRG-02376,IR014,inner_race_fault,inner_race,medium,0.6801,诊断结果显示轴承出现中等内圈故障，根因更可能来自装配阶段实体 BASM-02376 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.6892,BASM-02376,AssemblyRecord,assembly
BFB-02377,BRG-02377,IR014,inner_race_fault,inner_race,medium,0.7214,该样本的生命周期风险在制造阶段较突出，能够解释当前中等内圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.6719,BMAN-00706,ManufacturingBatch,manufacturing
BFB-02378,BRG-02378,OR007,outer_race_fault,outer_race,slight,0.7136,结合振动、峭度和温升特征，外圈故障与材料阶段异常高度一致，优先追溯到 BMAT-00007。,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6853,BMAT-00007,MaterialBatch,material
BFB-02379,BRG-02379,OR007,outer_race_fault,outer_race,slight,0.7313,诊断结果显示轴承出现轻微外圈故障，根因更可能来自装配阶段实体 BASM-02379 的风险累积。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6921,BASM-02379,AssemblyRecord,assembly
BFB-02380,BRG-02380,IR021,inner_race_fault,inner_race,severe,0.7555,该样本的生命周期风险在制造阶段较突出，能够解释当前严重内圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7111,BMAN-00633,ManufacturingBatch,manufacturing
BFB-02381,BRG-02381,OR021,outer_race_fault,outer_race,severe,0.7952,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-02381。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7063,BASM-02381,AssemblyRecord,assembly
BFB-02382,BRG-02382,OR021,outer_race_fault,outer_race,severe,0.7865,诊断结果显示轴承出现严重外圈故障，根因更可能来自运维阶段实体 BOPR-02382 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.7226,BOPR-02382,MaintenanceRecord,operation
BFB-02383,BRG-02383,IR014,inner_race_fault,inner_race,medium,0.7613,结合振动、峭度和温升特征，内圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00531。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7341,BMAN-00531,ManufacturingBatch,manufacturing
BFB-02384,BRG-02384,IR014,inner_race_fault,inner_race,medium,0.6691,该样本的生命周期风险在制造阶段较突出，能够解释当前中等内圈故障的主要失效模式。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6176,BMAN-01106,ManufacturingBatch,manufacturing
BFB-02385,BRG-02385,OR014,outer_race_fault,outer_race,medium,0.7307,诊断结果显示轴承出现中等外圈故障，根因更可能来自制造阶段实体 BMAN-00312 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.6713,BMAN-00312,ManufacturingBatch,manufacturing
BFB-02386,BRG-02386,IR021,inner_race_fault,inner_race,severe,0.7309,该样本的生命周期风险在装配阶段较突出，能够解释当前严重内圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6665,BASM-02386,AssemblyRecord,assembly
BFB-02387,BRG-02387,IR021,inner_race_fault,inner_race,severe,0.7321,该样本的生命周期风险在制造阶段较突出，能够解释当前严重内圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6035,BMAN-01182,ManufacturingBatch,manufacturing
BFB-02388,BRG-02388,OR014,outer_race_fault,outer_race,medium,0.7315,诊断结果显示轴承出现中等外圈故障，根因更可能来自制造阶段实体 BMAN-00687 的风险累积。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7384,BMAN-00687,ManufacturingBatch,manufacturing
BFB-02389,BRG-02389,IR007,inner_race_fault,inner_race,slight,0.7158,该样本的生命周期风险在制造阶段较突出，能够解释当前轻微内圈故障的主要失效模式。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6419,BMAN-00970,ManufacturingBatch,manufacturing
BFB-02390,BRG-02390,B014,rolling_element_fault,rolling_element,medium,0.7108,该样本的生命周期风险在设计阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,风险首先在设计阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6604,BDES-00739,BearingDesignSpec,design
BFB-02391,BRG-02391,B007,rolling_element_fault,rolling_element,slight,0.6648,结合振动、峭度和温升特征，滚动体故障与材料阶段异常高度一致，优先追溯到 BMAT-00167。,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6697,BMAT-00167,MaterialBatch,material
BFB-02392,BRG-02392,Normal,normal,none,normal,0.8933,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8701,NORMAL_BASELINE,QualityFeedback,feedback
BFB-02393,BRG-02393,IR014,inner_race_fault,inner_race,medium,0.7618,结合振动、峭度和温升特征，内圈故障与材料阶段异常高度一致，优先追溯到 BMAT-00274。,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.751,BMAT-00274,MaterialBatch,material
BFB-02394,BRG-02394,Normal,normal,none,normal,0.9528,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8559,NORMAL_BASELINE,QualityFeedback,feedback
BFB-02395,BRG-02395,OR014,outer_race_fault,outer_race,medium,0.719,结合振动、峭度和温升特征，外圈故障与设计阶段异常高度一致，优先追溯到 BDES-00334。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.6467,BDES-00334,BearingDesignSpec,design
BFB-02396,BRG-02396,B014,rolling_element_fault,rolling_element,medium,0.6154,结合振动、峭度和温升特征，滚动体故障与材料阶段异常高度一致，优先追溯到 BMAT-00292。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.6702,BMAT-00292,MaterialBatch,material
BFB-02397,BRG-02397,OR014,outer_race_fault,outer_race,medium,0.6094,诊断结果显示轴承出现中等外圈故障，根因更可能来自设计阶段实体 BDES-00120 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.5926,BDES-00120,BearingDesignSpec,design
BFB-02398,BRG-02398,IR014,inner_race_fault,inner_race,medium,0.7458,该样本的生命周期风险在装配阶段较突出，能够解释当前中等内圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6321,BASM-02398,AssemblyRecord,assembly
BFB-02399,BRG-02399,B021,rolling_element_fault,rolling_element,severe,0.6908,该样本的生命周期风险在装配阶段较突出，能够解释当前严重滚动体故障的主要失效模式。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7195,BASM-02399,AssemblyRecord,assembly
BFB-02400,BRG-02400,B014,rolling_element_fault,rolling_element,medium,0.7012,结合振动、峭度和温升特征，滚动体故障与制造阶段异常高度一致，优先追溯到 BMAN-00054。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7256,BMAN-00054,ManufacturingBatch,manufacturing
BFB-02401,BRG-02401,OR021,outer_race_fault,outer_race,severe,0.6949,诊断结果显示轴承出现严重外圈故障，根因更可能来自制造阶段实体 BMAN-00411 的风险累积。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.648,BMAN-00411,ManufacturingBatch,manufacturing
BFB-02402,BRG-02402,OR007,outer_race_fault,outer_race,slight,0.7702,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-02402。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6127,BASM-02402,AssemblyRecord,assembly
BFB-02403,BRG-02403,B014,rolling_element_fault,rolling_element,medium,0.7221,该样本的生命周期风险在制造阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.66,BMAN-00072,ManufacturingBatch,manufacturing
BFB-02404,BRG-02404,OR007,outer_race_fault,outer_race,slight,0.7557,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-02404。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微外圈故障。,0.6832,BASM-02404,AssemblyRecord,assembly
BFB-02405,BRG-02405,IR007,inner_race_fault,inner_race,slight,0.6213,诊断结果显示轴承出现轻微内圈故障，根因更可能来自装配阶段实体 BASM-02405 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7323,BASM-02405,AssemblyRecord,assembly
BFB-02406,BRG-02406,OR007,outer_race_fault,outer_race,slight,0.6569,诊断结果显示轴承出现轻微外圈故障，根因更可能来自设计阶段实体 BDES-00472 的风险累积。,风险首先在设计阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.654,BDES-00472,BearingDesignSpec,design
BFB-02407,BRG-02407,IR007,inner_race_fault,inner_race,slight,0.6638,该样本的生命周期风险在装配阶段较突出，能够解释当前轻微内圈故障的主要失效模式。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6335,BASM-02407,AssemblyRecord,assembly
BFB-02408,BRG-02408,B014,rolling_element_fault,rolling_element,medium,0.7366,结合振动、峭度和温升特征，滚动体故障与设计阶段异常高度一致，优先追溯到 BDES-00283。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6238,BDES-00283,BearingDesignSpec,design
BFB-02409,BRG-02409,OR007,outer_race_fault,outer_race,slight,0.6778,诊断结果显示轴承出现轻微外圈故障，根因更可能来自运维阶段实体 BOPR-02409 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微外圈故障。,0.728,BOPR-02409,MaintenanceRecord,operation
BFB-02410,BRG-02410,B007,rolling_element_fault,rolling_element,slight,0.6676,该样本的生命周期风险在制造阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微滚动体故障。,0.5841,BMAN-00467,ManufacturingBatch,manufacturing
BFB-02411,BRG-02411,IR014,inner_race_fault,inner_race,medium,0.6647,该样本的生命周期风险在制造阶段较突出，能够解释当前中等内圈故障的主要失效模式。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.679,BMAN-00633,ManufacturingBatch,manufacturing
BFB-02412,BRG-02412,OR014,outer_race_fault,outer_race,medium,0.6691,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-02412。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6588,BASM-02412,AssemblyRecord,assembly
BFB-02413,BRG-02413,IR014,inner_race_fault,inner_race,medium,0.7377,诊断结果显示轴承出现中等内圈故障，根因更可能来自材料阶段实体 BMAT-00019 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.6454,BMAT-00019,MaterialBatch,material
BFB-02414,BRG-02414,OR007,outer_race_fault,outer_race,slight,0.6556,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-02414。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.615,BASM-02414,AssemblyRecord,assembly
BFB-02415,BRG-02415,OR021,outer_race_fault,outer_race,severe,0.7629,该样本的生命周期风险在制造阶段较突出，能够解释当前严重外圈故障的主要失效模式。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7233,BMAN-00086,ManufacturingBatch,manufacturing
BFB-02416,BRG-02416,OR021,outer_race_fault,outer_race,severe,0.7206,诊断结果显示轴承出现严重外圈故障，根因更可能来自装配阶段实体 BASM-02416 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7932,BASM-02416,AssemblyRecord,assembly
BFB-02417,BRG-02417,IR007,inner_race_fault,inner_race,slight,0.6233,诊断结果显示轴承出现轻微内圈故障，根因更可能来自制造阶段实体 BMAN-00999 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7486,BMAN-00999,ManufacturingBatch,manufacturing
BFB-02418,BRG-02418,OR014,outer_race_fault,outer_race,medium,0.7124,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-02418。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.6668,BASM-02418,AssemblyRecord,assembly
BFB-02419,BRG-02419,OR007,outer_race_fault,outer_race,slight,0.7359,该样本的生命周期风险在材料阶段较突出，能够解释当前轻微外圈故障的主要失效模式。,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6887,BMAT-00485,MaterialBatch,material
BFB-02420,BRG-02420,Normal,normal,none,normal,0.9159,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8551,NORMAL_BASELINE,QualityFeedback,feedback
BFB-02421,BRG-02421,IR014,inner_race_fault,inner_race,medium,0.774,结合振动、峭度和温升特征，内圈故障与制造阶段异常高度一致，优先追溯到 BMAN-01168。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6664,BMAN-01168,ManufacturingBatch,manufacturing
BFB-02422,BRG-02422,OR014,outer_race_fault,outer_race,medium,0.6569,该样本的生命周期风险在设计阶段较突出，能够解释当前中等外圈故障的主要失效模式。,风险首先在设计阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6669,BDES-00626,BearingDesignSpec,design
BFB-02423,BRG-02423,OR021,outer_race_fault,outer_race,severe,0.7016,该样本的生命周期风险在运维阶段较突出，能够解释当前严重外圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.733,BOPR-02423,MaintenanceRecord,operation
BFB-02424,BRG-02424,B021,rolling_element_fault,rolling_element,severe,0.6062,诊断结果显示轴承出现严重滚动体故障，根因更可能来自材料阶段实体 BMAT-00471 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.5979,BMAT-00471,MaterialBatch,material
BFB-02425,BRG-02425,OR007,outer_race_fault,outer_race,slight,0.7142,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-02425。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6214,BASM-02425,AssemblyRecord,assembly
BFB-02426,BRG-02426,IR007,inner_race_fault,inner_race,slight,0.6707,该样本的生命周期风险在设计阶段较突出，能够解释当前轻微内圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微内圈故障。,0.6475,BDES-00229,BearingDesignSpec,design
BFB-02427,BRG-02427,B021,rolling_element_fault,rolling_element,severe,0.7065,结合振动、峭度和温升特征，滚动体故障与制造阶段异常高度一致，优先追溯到 BMAN-00829。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.652,BMAN-00829,ManufacturingBatch,manufacturing
BFB-02428,BRG-02428,OR007,outer_race_fault,outer_race,slight,0.7183,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00528。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微外圈故障。,0.6114,BMAN-00528,ManufacturingBatch,manufacturing
BFB-02429,BRG-02429,IR014,inner_race_fault,inner_race,medium,0.6646,诊断结果显示轴承出现中等内圈故障，根因更可能来自装配阶段实体 BASM-02429 的风险累积。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6492,BASM-02429,AssemblyRecord,assembly
BFB-02430,BRG-02430,IR014,inner_race_fault,inner_race,medium,0.6754,结合振动、峭度和温升特征，内圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00238。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.6027,BMAN-00238,ManufacturingBatch,manufacturing
BFB-02431,BRG-02431,OR014,outer_race_fault,outer_race,medium,0.6634,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-01105。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.5913,BMAN-01105,ManufacturingBatch,manufacturing
BFB-02432,BRG-02432,Normal,normal,none,normal,0.9467,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8162,NORMAL_BASELINE,QualityFeedback,feedback
BFB-02433,BRG-02433,IR014,inner_race_fault,inner_race,medium,0.7357,诊断结果显示轴承出现中等内圈故障，根因更可能来自材料阶段实体 BMAT-00106 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.723,BMAT-00106,MaterialBatch,material
BFB-02434,BRG-02434,OR021,outer_race_fault,outer_race,severe,0.7353,该样本的生命周期风险在装配阶段较突出，能够解释当前严重外圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.6966,BASM-02434,AssemblyRecord,assembly
BFB-02435,BRG-02435,IR021,inner_race_fault,inner_race,severe,0.7429,结合振动、峭度和温升特征，内圈故障与检测阶段异常高度一致，优先追溯到 BINSP-02435。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重内圈故障。,0.7189,BINSP-02435,InspectionRecord,inspection
BFB-02436,BRG-02436,OR014,outer_race_fault,outer_race,medium,0.6882,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-02436。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6418,BASM-02436,AssemblyRecord,assembly
BFB-02437,BRG-02437,OR007,outer_race_fault,outer_race,slight,0.7287,诊断结果显示轴承出现轻微外圈故障，根因更可能来自制造阶段实体 BMAN-00097 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微外圈故障。,0.6787,BMAN-00097,ManufacturingBatch,manufacturing
BFB-02438,BRG-02438,IR007,inner_race_fault,inner_race,slight,0.6852,结合振动、峭度和温升特征，内圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00949。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7457,BMAN-00949,ManufacturingBatch,manufacturing
BFB-02439,BRG-02439,OR007,outer_race_fault,outer_race,slight,0.6977,该样本的生命周期风险在材料阶段较突出，能够解释当前轻微外圈故障的主要失效模式。,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7235,BMAT-00082,MaterialBatch,material
BFB-02440,BRG-02440,IR021,inner_race_fault,inner_race,severe,0.7516,诊断结果显示轴承出现严重内圈故障，根因更可能来自制造阶段实体 BMAN-00949 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7766,BMAN-00949,ManufacturingBatch,manufacturing
BFB-02441,BRG-02441,IR007,inner_race_fault,inner_race,slight,0.6123,诊断结果显示轴承出现轻微内圈故障，根因更可能来自制造阶段实体 BMAN-00390 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微内圈故障。,0.6946,BMAN-00390,ManufacturingBatch,manufacturing
BFB-02442,BRG-02442,B014,rolling_element_fault,rolling_element,medium,0.7227,诊断结果显示轴承出现中等滚动体故障，根因更可能来自检测阶段实体 BINSP-02442 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.7555,BINSP-02442,InspectionRecord,inspection
BFB-02443,BRG-02443,Normal,normal,none,normal,0.9299,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8669,NORMAL_BASELINE,QualityFeedback,feedback
BFB-02444,BRG-02444,OR014,outer_race_fault,outer_race,medium,0.6574,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-02444。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.643,BASM-02444,AssemblyRecord,assembly
BFB-02445,BRG-02445,IR021,inner_race_fault,inner_race,severe,0.6589,结合振动、峭度和温升特征，内圈故障与材料阶段异常高度一致，优先追溯到 BMAT-00013。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6645,BMAT-00013,MaterialBatch,material
BFB-02446,BRG-02446,B007,rolling_element_fault,rolling_element,slight,0.6513,该样本的生命周期风险在运维阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微滚动体故障。,0.5871,BOPR-02446,MaintenanceRecord,operation
BFB-02447,BRG-02447,IR014,inner_race_fault,inner_race,medium,0.7147,诊断结果显示轴承出现中等内圈故障，根因更可能来自检测阶段实体 BINSP-02447 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.655,BINSP-02447,InspectionRecord,inspection
BFB-02448,BRG-02448,Normal,normal,none,normal,0.9213,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8908,NORMAL_BASELINE,QualityFeedback,feedback
BFB-02449,BRG-02449,IR021,inner_race_fault,inner_race,severe,0.7372,结合振动、峭度和温升特征，内圈故障与检测阶段异常高度一致，优先追溯到 BINSP-02449。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6909,BINSP-02449,InspectionRecord,inspection
BFB-02450,BRG-02450,IR021,inner_race_fault,inner_race,severe,0.7207,结合振动、峭度和温升特征，内圈故障与装配阶段异常高度一致，优先追溯到 BASM-02450。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6456,BASM-02450,AssemblyRecord,assembly
BFB-02451,BRG-02451,IR014,inner_race_fault,inner_race,medium,0.7025,该样本的生命周期风险在制造阶段较突出，能够解释当前中等内圈故障的主要失效模式。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.688,BMAN-00498,ManufacturingBatch,manufacturing
BFB-02452,BRG-02452,OR021,outer_race_fault,outer_race,severe,0.7246,诊断结果显示轴承出现严重外圈故障，根因更可能来自制造阶段实体 BMAN-00595 的风险累积。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6775,BMAN-00595,ManufacturingBatch,manufacturing
BFB-02453,BRG-02453,Normal,normal,none,normal,0.8766,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8991,NORMAL_BASELINE,QualityFeedback,feedback
BFB-02454,BRG-02454,OR021,outer_race_fault,outer_race,severe,0.7713,该样本的生命周期风险在装配阶段较突出，能够解释当前严重外圈故障的主要失效模式。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7255,BASM-02454,AssemblyRecord,assembly
