case_id,feedback_id,root_sensor,root_sensor_confidence,secondary_sensor,secondary_sensor_confidence,root_component_code,root_component_name,component_confidence,rca_confidence,rca_text,fault_evolution_text
HCASE-02743,HFB-02743,PS1,0.6749,PS3,0.5765,C012,卸荷阀,0.6753,0.4699,卸荷阀出现轻微阀芯卡滞，生命周期风险集中在装配阶段，建议优先追溯 HASM-02743。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02744,HFB-02744,PS1,0.6865,PS3,0.5751,C012,卸荷阀,0.6943,0.5586,该案例表现为轻微振动异常，根因更可能由装配阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-02745,HFB-02745,PS5,0.7522,PS2,0.5624,C010,节流阀,0.769,0.6026,结合传感器能量和检测记录，节流阀的流量异常与运维阶段高风险实体 HOPR-02745 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-02746,HFB-02746,FS1,0.8448,PS3,0.8023,C002,方向控制阀,0.7792,0.6179,结合传感器能量和检测记录，方向控制阀的阀芯卡滞与制造阶段高风险实体 HMAN-00086 一致。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02747,HFB-02747,FS1,0.9258,FS1,0.8101,C008,液压油箱,0.8201,0.6926,结合传感器能量和检测记录，液压油箱的流量异常与制造阶段高风险实体 HMAN-01183 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02748,HFB-02748,PS2,0.8433,FS1,0.6717,C009,单向阀,0.766,0.5962,该案例表现为轻微阀芯卡滞，根因更可能由装配阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-02749,HFB-02749,PS3,0.8236,PS5,0.5638,C002,方向控制阀,0.7718,0.6045,该案例表现为轻微阀芯卡滞，根因更可能由材料阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02750,HFB-02750,FS1,0.6596,PS1,0.6973,C012,卸荷阀,0.6796,0.5763,卸荷阀出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02750。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-02751,HFB-02751,PS1,0.8743,PS1,0.765,C012,卸荷阀,0.8038,0.638,结合传感器能量和检测记录，卸荷阀的泄漏异常与材料阶段高风险实体 HMAT-00204 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-02752,HFB-02752,FS1,0.9074,FS1,0.794,C002,方向控制阀,0.8104,0.6076,该案例表现为轻微流量异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02753,HFB-02753,FS1,0.7627,PS5,0.5795,C002,方向控制阀,0.7606,0.6092,方向控制阀出现中度流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02753。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02754,HFB-02754,VS1,0.8313,VS1,0.7274,C001,液压泵总成,0.7621,0.6222,该案例表现为轻微阀芯卡滞，根因更可能由材料阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02755,HFB-02755,PS3,0.8555,FS1,0.7498,C010,节流阀,0.7904,0.6645,节流阀出现中度流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02755。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-02756,HFB-02756,PS3,0.8449,FS1,0.7131,C009,单向阀,0.7735,0.5711,该案例表现为轻微阀芯卡滞，根因更可能由制造阶段隐患累积触发。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02757,HFB-02757,PS1,0.6895,FS2,0.5025,C001,液压泵总成,0.6601,0.5735,该案例表现为轻微阀芯卡滞，根因更可能由装配阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-02758,HFB-02758,PS4,0.671,PS3,0.8036,C002,方向控制阀,0.6984,0.575,该案例表现为轻微阀芯卡滞，根因更可能由设计阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-02759,HFB-02759,FS1,0.8638,TS3,0.7851,C008,液压油箱,0.7925,0.6222,结合传感器能量和检测记录，冷却器的温度异常与运维阶段高风险实体 HOPR-02759 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02760,HFB-02760,PS2,0.6978,FS2,0.5424,C011,管路总成,0.702,0.5448,管路总成出现轻微温度异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02760。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02761,HFB-02761,PS5,0.6648,FS1,0.7163,C010,节流阀,0.6891,0.5373,节流阀出现轻微泄漏异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00107。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02762,HFB-02762,PS1,0.671,PS4,0.5454,C011,管路总成,0.703,0.6198,结合传感器能量和检测记录，管路总成的流量异常与材料阶段高风险实体 HMAT-00340 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02763,HFB-02763,PS2,0.8069,PS6,0.5718,C004,溢流阀,0.7191,0.5977,该案例表现为轻微流量异常，根因更可能由制造阶段隐患累积触发。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02764,HFB-02764,PS2,0.96,FS1,0.529,C004,溢流阀,0.8567,0.6608,该案例表现为中度泄漏异常，根因更可能由材料阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-02765,HFB-02765,VS1,0.809,VS1,0.7079,C011,管路总成,0.7843,0.6265,结合传感器能量和检测记录，管路总成的流量异常与检测阶段高风险实体 HINSP-02765 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-02766,HFB-02766,PS2,0.7814,PS1,0.7276,C011,管路总成,0.77,0.637,结合传感器能量和检测记录，管路总成的压力异常与装配阶段高风险实体 HASM-02766 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-02767,HFB-02767,PS6,0.8839,PS2,0.6429,C005,蓄能器,0.7857,0.5915,该案例表现为轻微振动异常，根因更可能由材料阶段隐患累积触发。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02768,HFB-02768,PS6,0.8073,EPS1,0.5289,C005,蓄能器,0.7284,0.6284,该案例表现为轻微振动异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02769,HFB-02769,FS1,0.714,EPS1,0.7153,C012,卸荷阀,0.7198,0.6119,该案例表现为轻微阀芯卡滞，根因更可能由检测阶段隐患累积触发。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02770,HFB-02770,TS4,0.8055,TS4,0.7048,C007,过滤器,0.7343,0.635,该案例表现为轻微泄漏异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02771,HFB-02771,EPS1,0.8559,PS1,0.5375,C004,溢流阀,0.7981,0.6175,结合传感器能量和检测记录，溢流阀的压力异常与制造阶段高风险实体 HMAN-01156 一致。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02772,HFB-02772,PS2,0.8565,PS3,0.5453,C004,溢流阀,0.754,0.5654,溢流阀出现轻微流量异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00081。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02773,HFB-02773,PS1,0.7202,PS6,0.7469,C011,管路总成,0.7085,0.5613,该案例表现为轻微压力异常，根因更可能由材料阶段隐患累积触发。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02774,HFB-02774,PS5,0.7201,FS1,0.5292,C003,作动筒,0.6801,0.5323,作动筒出现轻微温度异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02774。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02775,HFB-02775,TS3,0.7682,TS4,0.5724,C006,冷却器,0.7429,0.5792,该案例表现为轻微阀芯卡滞，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02776,HFB-02776,PS6,0.8687,PS1,0.5528,C005,蓄能器,0.7646,0.5971,该案例表现为轻微振动异常，根因更可能由材料阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02777,HFB-02777,EPS1,0.7019,FS1,0.685,C012,卸荷阀,0.7276,0.5056,结合传感器能量和检测记录，卸荷阀的泄漏异常与设计阶段高风险实体 HDES-00525 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-02778,HFB-02778,VS1,0.7799,FS1,0.5651,C001,液压泵总成,0.7737,0.5881,液压泵总成出现中度压力异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00234。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02779,HFB-02779,PS5,0.9252,FS2,0.7811,C003,作动筒,0.8771,0.6643,结合传感器能量和检测记录，管路总成的压力异常与设计阶段高风险实体 HPIP-00486 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-02780,HFB-02780,PS6,0.7446,EPS1,0.5359,C005,蓄能器,0.672,0.5503,该案例表现为轻微温度异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-02781,HFB-02781,PS1,0.8035,VS1,0.7382,C011,管路总成,0.7833,0.6099,该案例表现为中度流量异常，根因更可能由设计阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-02782,HFB-02782,PS1,0.7945,PS1,0.6952,C011,管路总成,0.7656,0.6112,管路总成出现中度压力异常，生命周期风险集中在设计阶段，建议优先追溯 HPIP-00488。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02783,HFB-02783,PS2,0.7849,PS6,0.5945,C004,溢流阀,0.7174,0.5843,该案例表现为轻微振动异常，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02784,HFB-02784,TS4,0.7346,PS5,0.5483,C007,过滤器,0.6749,0.5519,结合传感器能量和检测记录，过滤器的压力异常与设计阶段高风险实体 HDES-00370 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-02785,HFB-02785,PS2,0.7441,FS2,0.5516,C011,管路总成,0.7671,0.6074,该案例表现为中度泄漏异常，根因更可能由设计阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02786,HFB-02786,PS2,0.9247,PS2,0.8092,C004,溢流阀,0.8242,0.6715,溢流阀出现中度泄漏异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-02786。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-02787,HFB-02787,PS6,0.7155,PS5,0.5586,C011,管路总成,0.7048,0.572,结合传感器能量和检测记录，管路总成的温度异常与制造阶段高风险实体 HMAN-00579 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02788,HFB-02788,TS4,0.7563,FS1,0.7014,C007,过滤器,0.6974,0.5444,该案例表现为轻微泄漏异常，根因更可能由装配阶段隐患累积触发。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02789,HFB-02789,PS2,0.8622,PS6,0.7917,C011,管路总成,0.8641,0.6798,管路总成出现中度振动异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-02789。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-02790,HFB-02790,PS6,0.96,PS1,0.5463,C005,蓄能器,0.8369,0.6567,结合传感器能量和检测记录，蓄能器的压力异常与检测阶段高风险实体 HINSP-02790 一致。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02791,HFB-02791,TS3,0.8033,FS1,0.5508,C006,冷却器,0.7305,0.6069,结合传感器能量和检测记录，冷却器的泄漏异常与运维阶段高风险实体 HOPR-02791 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02792,HFB-02792,TS1,0.7751,EPS1,0.5285,C001,液压泵总成,0.748,0.6062,该案例表现为轻微温度异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-02793,HFB-02793,TS3,0.7192,FS1,0.5451,C006,冷却器,0.713,0.5727,结合传感器能量和检测记录，冷却器的泄漏异常与材料阶段高风险实体 HMAT-00347 一致。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02794,HFB-02794,PS6,0.8788,VS1,0.5636,C005,蓄能器,0.7437,0.6125,蓄能器出现轻微振动异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02794。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-02795,HFB-02795,PS1,0.7697,PS6,0.8293,C011,管路总成,0.7848,0.6323,管路总成出现中度泄漏异常，生命周期风险集中在设计阶段，建议优先追溯 HPIP-00492。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-02796,HFB-02796,PS4,0.7191,PS3,0.537,C003,作动筒,0.6909,0.6058,该案例表现为轻微压力异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02797,HFB-02797,EPS1,0.8166,FS1,0.5352,C004,溢流阀,0.7362,0.6212,结合传感器能量和检测记录，溢流阀的振动异常与运维阶段高风险实体 HOPR-02797 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-02798,HFB-02798,PS3,0.8437,PS2,0.5505,C010,节流阀,0.8165,0.6766,节流阀出现中度流量异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-02798。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02799,HFB-02799,PS3,0.8979,PS3,0.7857,C009,单向阀,0.8025,0.6876,该案例表现为轻微阀芯卡滞，根因更可能由检测阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-02800,HFB-02800,VS1,0.9081,PS1,0.6938,C011,管路总成,0.8233,0.6121,作动筒出现中度振动异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-02800。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02801,HFB-02801,PS5,0.7635,PS3,0.5864,C003,作动筒,0.7629,0.6231,结合传感器能量和检测记录，作动筒的振动异常与装配阶段高风险实体 HASM-02801 一致。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02802,HFB-02802,TS3,0.8972,TS3,0.785,C006,冷却器,0.8074,0.6622,冷却器出现中度温度异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02802。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02803,HFB-02803,VS1,0.96,VS1,0.84,C011,管路总成,0.8678,0.6659,该案例表现为中度振动异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02804,HFB-02804,PS3,0.8269,FS1,0.7992,C010,节流阀,0.8107,0.6349,结合传感器能量和检测记录，节流阀的流量异常与运维阶段高风险实体 HOPR-02804 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02805,HFB-02805,PS3,0.9113,PS3,0.7974,C010,节流阀,0.8347,0.6752,该案例表现为中度阀芯卡滞，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02806,HFB-02806,PS5,0.7852,PS1,0.5244,C003,作动筒,0.7881,0.5989,结合传感器能量和检测记录，作动筒的振动异常与装配阶段高风险实体 HASM-02806 一致。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02807,HFB-02807,PS2,0.9357,PS2,0.8188,C009,单向阀,0.8652,0.6301,单向阀出现中度阀芯卡滞，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00585。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-02808,HFB-02808,PS2,0.8383,PS6,0.567,C004,溢流阀,0.7664,0.6178,该案例表现为轻微阀芯卡滞，根因更可能由装配阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02809,HFB-02809,PS5,0.7292,TS4,0.5986,C010,节流阀,0.7389,0.6234,节流阀出现中度阀芯卡滞，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00946。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02810,HFB-02810,VS1,0.6973,PS2,0.6495,C011,管路总成,0.6614,0.5686,该案例表现为轻微阀芯卡滞，根因更可能由装配阶段隐患累积触发。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02811,HFB-02811,FS1,0.8725,FS1,0.7635,C010,节流阀,0.7864,0.6324,节流阀出现轻微流量异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-02811。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-02812,HFB-02812,FS2,0.6699,TS4,0.5742,C008,液压油箱,0.6604,0.5275,该案例表现为轻微压力异常，根因更可能由检测阶段隐患累积触发。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02813,HFB-02813,TS3,0.7888,TS2,0.5294,C008,液压油箱,0.7342,0.5645,结合传感器能量和检测记录，液压油箱的流量异常与设计阶段高风险实体 HDES-00827 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-02814,HFB-02814,VS1,0.9236,VS1,0.8081,C001,液压泵总成,0.8263,0.7091,该案例表现为中度振动异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-02815,HFB-02815,FS1,0.8687,TS4,0.7899,C007,过滤器,0.7952,0.6532,结合传感器能量和检测记录，冷却器的温度异常与运维阶段高风险实体 HOPR-02815 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02816,HFB-02816,EPS1,0.8117,FS1,0.5558,C004,溢流阀,0.7099,0.6015,结合传感器能量和检测记录，溢流阀的温度异常与材料阶段高风险实体 HMAT-00432 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02817,HFB-02817,PS6,0.8352,PS2,0.6675,C005,蓄能器,0.7526,0.5973,该案例表现为轻微振动异常，根因更可能由制造阶段隐患累积触发。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02818,HFB-02818,PS3,0.8573,PS2,0.5256,C002,方向控制阀,0.7495,0.5785,结合传感器能量和检测记录，方向控制阀的泄漏异常与运维阶段高风险实体 HOPR-02818 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-02819,HFB-02819,TS3,0.7284,TS4,0.5591,C006,冷却器,0.7104,0.5785,该案例表现为轻微振动异常，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02820,HFB-02820,TS3,0.9002,TS3,0.7876,C006,冷却器,0.7966,0.6264,冷却器出现轻微压力异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00125。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02821,HFB-02821,TS3,0.7738,TS1,0.5114,C008,液压油箱,0.7605,0.5676,该案例表现为中度流量异常，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02822,HFB-02822,VS1,0.9507,TS1,0.5461,C011,管路总成,0.8873,0.6674,该案例表现为中度振动异常，根因更可能由制造阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-02823,HFB-02823,TS3,0.8224,TS3,0.7196,C008,液压油箱,0.757,0.6101,冷却器出现轻微温度异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00011。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02824,HFB-02824,PS5,0.8532,PS5,0.7466,C003,作动筒,0.7651,0.6444,该案例表现为轻微阀芯卡滞，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-02825,HFB-02825,EPS1,0.854,EPS1,0.7473,C004,溢流阀,0.7923,0.6415,该案例表现为中度泄漏异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-02826,HFB-02826,PS1,0.7273,FS1,0.5258,C001,液压泵总成,0.7153,0.548,结合传感器能量和检测记录，液压泵总成的泄漏异常与运维阶段高风险实体 HOPR-02826 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02827,HFB-02827,FS1,0.661,PS2,0.7247,C009,单向阀,0.6658,0.5792,该案例表现为轻微温度异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02828,HFB-02828,FS1,0.8635,PS3,0.7937,C009,单向阀,0.7972,0.6282,结合传感器能量和检测记录，单向阀的阀芯卡滞与检测阶段高风险实体 HINSP-02828 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02829,HFB-02829,PS2,0.8452,PS6,0.84,C005,蓄能器,0.8066,0.6361,管路总成出现中度压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02829。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02830,HFB-02830,VS1,0.7539,PS6,0.84,C011,管路总成,0.7988,0.6393,管路总成出现中度泄漏异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02830。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-02831,HFB-02831,TS2,0.7788,TS4,0.5695,C006,冷却器,0.7661,0.6425,结合传感器能量和检测记录，冷却器的温度异常与材料阶段高风险实体 HMAT-00178 一致。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02832,HFB-02832,PS6,0.9414,PS6,0.8237,C005,蓄能器,0.8063,0.6561,该案例表现为轻微阀芯卡滞，根因更可能由检测阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02833,HFB-02833,FS2,0.6937,PS6,0.5507,C003,作动筒,0.7258,0.599,作动筒出现中度泄漏异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02833。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02834,HFB-02834,PS6,0.8067,VS1,0.5035,C005,蓄能器,0.7154,0.5235,该案例表现为轻微温度异常，根因更可能由检测阶段隐患累积触发。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02835,HFB-02835,PS2,0.7413,PS1,0.5563,C005,蓄能器,0.6898,0.5659,结合传感器能量和检测记录，蓄能器的压力异常与检测阶段高风险实体 HINSP-02835 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02836,HFB-02836,TS3,0.8183,FS1,0.533,C006,冷却器,0.7313,0.5818,该案例表现为轻微泄漏异常，根因更可能由材料阶段隐患累积触发。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02837,HFB-02837,FS1,0.8443,PS2,0.5192,C010,节流阀,0.7796,0.6124,该案例表现为轻微阀芯卡滞，根因更可能由材料阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-02838,HFB-02838,PS2,0.9082,FS1,0.5727,C004,溢流阀,0.8171,0.6479,溢流阀出现中度阀芯卡滞，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00471。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-02839,HFB-02839,VS1,0.7389,PS4,0.6197,C011,管路总成,0.7632,0.5862,该案例表现为中度压力异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-02840,HFB-02840,TS3,0.7569,PS1,0.5561,C008,液压油箱,0.7586,0.5831,该案例表现为中度流量异常，根因更可能由制造阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-02841,HFB-02841,TS2,0.7475,FS2,0.5574,C006,冷却器,0.7069,0.5375,冷却器出现轻微温度异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-01041。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-02842,HFB-02842,PS2,0.7915,FS1,0.5745,C004,溢流阀,0.7591,0.5949,结合传感器能量和检测记录，溢流阀的流量异常与设计阶段高风险实体 HDES-00084 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-02843,HFB-02843,FS1,0.727,VS1,0.5813,C008,液压油箱,0.7266,0.5717,结合传感器能量和检测记录，液压油箱的温度异常与材料阶段高风险实体 HMAT-00418 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-02844,HFB-02844,EPS1,0.8149,PS1,0.5437,C004,溢流阀,0.7272,0.5783,结合传感器能量和检测记录，溢流阀的阀芯卡滞与检测阶段高风险实体 HINSP-02844 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-02845,HFB-02845,PS5,0.8418,PS4,0.7604,C003,作动筒,0.7935,0.6419,该案例表现为中度压力异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-02846,HFB-02846,PS2,0.8856,PS2,0.7749,C005,蓄能器,0.7907,0.6458,蓄能器出现轻微压力异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-02846。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-02847,HFB-02847,PS1,0.7387,PS6,0.84,C011,管路总成,0.7632,0.6232,该案例表现为中度泄漏异常，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
