evidence_id,feedback_id,evidence_type,evidence_text,confidence,domain
RCA_TEXT_HFB-02229,HFB-02229,rca_text,该案例表现为轻微振动异常，根因更可能由运维阶段隐患累积触发。,0.5963,hydraulic
EVO_TEXT_HFB-02229,HFB-02229,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5963,hydraulic
RCA_TEXT_HFB-02230,HFB-02230,rca_text,过滤器出现轻微泄漏异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00321。,0.5424,hydraulic
EVO_TEXT_HFB-02230,HFB-02230,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.5424,hydraulic
RCA_TEXT_HFB-02231,HFB-02231,rca_text,作动筒出现中度振动异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00891。,0.6072,hydraulic
EVO_TEXT_HFB-02231,HFB-02231,fault_evolution_text,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6072,hydraulic
RCA_TEXT_HFB-02232,HFB-02232,rca_text,冷却器出现轻微振动异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00645。,0.6248,hydraulic
EVO_TEXT_HFB-02232,HFB-02232,fault_evolution_text,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6248,hydraulic
RCA_TEXT_HFB-02233,HFB-02233,rca_text,该案例表现为轻微流量异常，根因更可能由材料阶段隐患累积触发。,0.5915,hydraulic
EVO_TEXT_HFB-02233,HFB-02233,fault_evolution_text,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5915,hydraulic
RCA_TEXT_HFB-02234,HFB-02234,rca_text,该案例表现为中度阀芯卡滞，根因更可能由材料阶段隐患累积触发。,0.6238,hydraulic
EVO_TEXT_HFB-02234,HFB-02234,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6238,hydraulic
RCA_TEXT_HFB-02235,HFB-02235,rca_text,该案例表现为轻微温度异常，根因更可能由运维阶段隐患累积触发。,0.5492,hydraulic
EVO_TEXT_HFB-02235,HFB-02235,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5492,hydraulic
RCA_TEXT_HFB-02236,HFB-02236,rca_text,该案例表现为中度流量异常，根因更可能由运维阶段隐患累积触发。,0.6193,hydraulic
EVO_TEXT_HFB-02236,HFB-02236,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6193,hydraulic
RCA_TEXT_HFB-02237,HFB-02237,rca_text,该案例表现为轻微流量异常，根因更可能由运维阶段隐患累积触发。,0.5955,hydraulic
EVO_TEXT_HFB-02237,HFB-02237,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5955,hydraulic
RCA_TEXT_HFB-02238,HFB-02238,rca_text,该案例表现为轻微压力异常，根因更可能由运维阶段隐患累积触发。,0.5875,hydraulic
EVO_TEXT_HFB-02238,HFB-02238,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5875,hydraulic
RCA_TEXT_HFB-02239,HFB-02239,rca_text,该案例表现为轻微阀芯卡滞，根因更可能由制造阶段隐患累积触发。,0.6178,hydraulic
EVO_TEXT_HFB-02239,HFB-02239,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6178,hydraulic
RCA_TEXT_HFB-02240,HFB-02240,rca_text,结合传感器能量和检测记录，液压泵总成的泄漏异常与装配阶段高风险实体 HASM-02240 一致。,0.5965,hydraulic
EVO_TEXT_HFB-02240,HFB-02240,fault_evolution_text,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5965,hydraulic
RCA_TEXT_HFB-02241,HFB-02241,rca_text,蓄能器出现轻微泄漏异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02241。,0.6136,hydraulic
EVO_TEXT_HFB-02241,HFB-02241,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6136,hydraulic
RCA_TEXT_HFB-02242,HFB-02242,rca_text,该案例表现为轻微阀芯卡滞，根因更可能由检测阶段隐患累积触发。,0.5746,hydraulic
EVO_TEXT_HFB-02242,HFB-02242,fault_evolution_text,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5746,hydraulic
RCA_TEXT_HFB-02243,HFB-02243,rca_text,该案例表现为轻微温度异常，根因更可能由运维阶段隐患累积触发。,0.5848,hydraulic
EVO_TEXT_HFB-02243,HFB-02243,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.5848,hydraulic
RCA_TEXT_HFB-02244,HFB-02244,rca_text,该案例表现为中度泄漏异常，根因更可能由装配阶段隐患累积触发。,0.5824,hydraulic
EVO_TEXT_HFB-02244,HFB-02244,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.5824,hydraulic
RCA_TEXT_HFB-02245,HFB-02245,rca_text,管路总成出现中度振动异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02245。,0.6356,hydraulic
EVO_TEXT_HFB-02245,HFB-02245,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6356,hydraulic
RCA_TEXT_HFB-02246,HFB-02246,rca_text,该案例表现为轻微流量异常，根因更可能由制造阶段隐患累积触发。,0.5899,hydraulic
EVO_TEXT_HFB-02246,HFB-02246,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5899,hydraulic
RCA_TEXT_HFB-02247,HFB-02247,rca_text,管路总成出现轻微压力异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00541。,0.5844,hydraulic
EVO_TEXT_HFB-02247,HFB-02247,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5844,hydraulic
RCA_TEXT_HFB-02248,HFB-02248,rca_text,蓄能器出现轻微阀芯卡滞，生命周期风险集中在设计阶段，建议优先追溯 HDES-00677。,0.5804,hydraulic
EVO_TEXT_HFB-02248,HFB-02248,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.5804,hydraulic
RCA_TEXT_HFB-02249,HFB-02249,rca_text,该案例表现为轻微压力异常，根因更可能由检测阶段隐患累积触发。,0.6857,hydraulic
EVO_TEXT_HFB-02249,HFB-02249,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6857,hydraulic
RCA_TEXT_HFB-02250,HFB-02250,rca_text,卸荷阀出现轻微温度异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02250。,0.6394,hydraulic
EVO_TEXT_HFB-02250,HFB-02250,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.6394,hydraulic
RCA_TEXT_HFB-02251,HFB-02251,rca_text,液压泵总成出现中度温度异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02251。,0.5297,hydraulic
EVO_TEXT_HFB-02251,HFB-02251,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.5297,hydraulic
RCA_TEXT_HFB-02252,HFB-02252,rca_text,该案例表现为中度振动异常，根因更可能由材料阶段隐患累积触发。,0.6983,hydraulic
EVO_TEXT_HFB-02252,HFB-02252,fault_evolution_text,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6983,hydraulic
RCA_TEXT_HFB-02253,HFB-02253,rca_text,结合传感器能量和检测记录，方向控制阀的振动异常与材料阶段高风险实体 HMAT-00437 一致。,0.6265,hydraulic
EVO_TEXT_HFB-02253,HFB-02253,fault_evolution_text,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6265,hydraulic
RCA_TEXT_HFB-02254,HFB-02254,rca_text,该案例表现为轻微流量异常，根因更可能由运维阶段隐患累积触发。,0.5906,hydraulic
EVO_TEXT_HFB-02254,HFB-02254,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.5906,hydraulic
RCA_TEXT_HFB-02255,HFB-02255,rca_text,该案例表现为中度流量异常，根因更可能由设计阶段隐患累积触发。,0.6155,hydraulic
EVO_TEXT_HFB-02255,HFB-02255,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6155,hydraulic
RCA_TEXT_HFB-02256,HFB-02256,rca_text,卸荷阀出现轻微流量异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00465。,0.53,hydraulic
EVO_TEXT_HFB-02256,HFB-02256,fault_evolution_text,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.53,hydraulic
RCA_TEXT_HFB-02257,HFB-02257,rca_text,结合传感器能量和检测记录，液压泵总成的压力异常与设计阶段高风险实体 HDES-00730 一致。,0.6438,hydraulic
EVO_TEXT_HFB-02257,HFB-02257,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.6438,hydraulic
RCA_TEXT_HFB-02258,HFB-02258,rca_text,结合传感器能量和检测记录，作动筒的泄漏异常与材料阶段高风险实体 HMAT-00594 一致。,0.6148,hydraulic
EVO_TEXT_HFB-02258,HFB-02258,fault_evolution_text,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6148,hydraulic
RCA_TEXT_HFB-02259,HFB-02259,rca_text,方向控制阀出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02259。,0.5604,hydraulic
EVO_TEXT_HFB-02259,HFB-02259,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5604,hydraulic
RCA_TEXT_HFB-02260,HFB-02260,rca_text,结合传感器能量和检测记录，管路总成的流量异常与设计阶段高风险实体 HPIP-00401 一致。,0.6456,hydraulic
EVO_TEXT_HFB-02260,HFB-02260,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6456,hydraulic
RCA_TEXT_HFB-02261,HFB-02261,rca_text,该案例表现为轻微温度异常，根因更可能由设计阶段隐患累积触发。,0.6515,hydraulic
EVO_TEXT_HFB-02261,HFB-02261,fault_evolution_text,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6515,hydraulic
RCA_TEXT_HFB-02262,HFB-02262,rca_text,溢流阀出现轻微温度异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-02262。,0.5494,hydraulic
EVO_TEXT_HFB-02262,HFB-02262,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.5494,hydraulic
RCA_TEXT_HFB-02263,HFB-02263,rca_text,结合传感器能量和检测记录，节流阀的泄漏异常与制造阶段高风险实体 HMAN-00593 一致。,0.607,hydraulic
EVO_TEXT_HFB-02263,HFB-02263,fault_evolution_text,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.607,hydraulic
RCA_TEXT_HFB-02264,HFB-02264,rca_text,该案例表现为轻微阀芯卡滞，根因更可能由装配阶段隐患累积触发。,0.5814,hydraulic
EVO_TEXT_HFB-02264,HFB-02264,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.5814,hydraulic
RCA_TEXT_HFB-02265,HFB-02265,rca_text,管路总成出现中度振动异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00427。,0.667,hydraulic
EVO_TEXT_HFB-02265,HFB-02265,fault_evolution_text,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.667,hydraulic
RCA_TEXT_HFB-02266,HFB-02266,rca_text,液压油箱出现中度温度异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02266。,0.6329,hydraulic
EVO_TEXT_HFB-02266,HFB-02266,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.6329,hydraulic
RCA_TEXT_HFB-02267,HFB-02267,rca_text,结合传感器能量和检测记录，作动筒的泄漏异常与设计阶段高风险实体 HDES-00848 一致。,0.5573,hydraulic
EVO_TEXT_HFB-02267,HFB-02267,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5573,hydraulic
RCA_TEXT_HFB-02268,HFB-02268,rca_text,液压油箱出现中度流量异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00201。,0.6343,hydraulic
EVO_TEXT_HFB-02268,HFB-02268,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.6343,hydraulic
RCA_TEXT_HFB-02269,HFB-02269,rca_text,管路总成出现中度振动异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-02269。,0.5806,hydraulic
EVO_TEXT_HFB-02269,HFB-02269,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.5806,hydraulic
RCA_TEXT_HFB-02270,HFB-02270,rca_text,冷却器出现轻微温度异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00372。,0.6424,hydraulic
EVO_TEXT_HFB-02270,HFB-02270,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.6424,hydraulic
RCA_TEXT_HFB-02271,HFB-02271,rca_text,结合传感器能量和检测记录，节流阀的流量异常与检测阶段高风险实体 HINSP-02271 一致。,0.6482,hydraulic
EVO_TEXT_HFB-02271,HFB-02271,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6482,hydraulic
RCA_TEXT_HFB-02272,HFB-02272,rca_text,结合传感器能量和检测记录，管路总成的泄漏异常与装配阶段高风险实体 HASM-02272 一致。,0.6044,hydraulic
EVO_TEXT_HFB-02272,HFB-02272,fault_evolution_text,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6044,hydraulic
RCA_TEXT_HFB-02273,HFB-02273,rca_text,结合传感器能量和检测记录，蓄能器的温度异常与运维阶段高风险实体 HOPR-02273 一致。,0.6153,hydraulic
EVO_TEXT_HFB-02273,HFB-02273,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6153,hydraulic
RCA_TEXT_HFB-02274,HFB-02274,rca_text,作动筒出现轻微温度异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02274。,0.4868,hydraulic
EVO_TEXT_HFB-02274,HFB-02274,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.4868,hydraulic
RCA_TEXT_HFB-02275,HFB-02275,rca_text,单向阀出现轻微阀芯卡滞，生命周期风险集中在装配阶段，建议优先追溯 HASM-02275。,0.5555,hydraulic
EVO_TEXT_HFB-02275,HFB-02275,fault_evolution_text,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5555,hydraulic
RCA_TEXT_HFB-02276,HFB-02276,rca_text,该案例表现为轻微流量异常，根因更可能由运维阶段隐患累积触发。,0.5579,hydraulic
EVO_TEXT_HFB-02276,HFB-02276,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5579,hydraulic
RCA_TEXT_HFB-02277,HFB-02277,rca_text,结合传感器能量和检测记录，过滤器的流量异常与设计阶段高风险实体 HDES-01003 一致。,0.6015,hydraulic
EVO_TEXT_HFB-02277,HFB-02277,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.6015,hydraulic
RCA_TEXT_HFB-02278,HFB-02278,rca_text,该案例表现为中度压力异常，根因更可能由设计阶段隐患累积触发。,0.5981,hydraulic
EVO_TEXT_HFB-02278,HFB-02278,fault_evolution_text,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5981,hydraulic
RCA_TEXT_HFB-02279,HFB-02279,rca_text,结合传感器能量和检测记录，过滤器的流量异常与装配阶段高风险实体 HASM-02279 一致。,0.6036,hydraulic
EVO_TEXT_HFB-02279,HFB-02279,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6036,hydraulic
RCA_TEXT_HFB-02280,HFB-02280,rca_text,该案例表现为中度泄漏异常，根因更可能由检测阶段隐患累积触发。,0.5768,hydraulic
EVO_TEXT_HFB-02280,HFB-02280,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.5768,hydraulic
RCA_TEXT_HFB-02281,HFB-02281,rca_text,结合传感器能量和检测记录，管路总成的振动异常与运维阶段高风险实体 HOPR-02281 一致。,0.6206,hydraulic
EVO_TEXT_HFB-02281,HFB-02281,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.6206,hydraulic
RCA_TEXT_HFB-02282,HFB-02282,rca_text,作动筒出现轻微泄漏异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02282。,0.5379,hydraulic
EVO_TEXT_HFB-02282,HFB-02282,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5379,hydraulic
RCA_TEXT_HFB-02283,HFB-02283,rca_text,单向阀出现轻微压力异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-02283。,0.6151,hydraulic
EVO_TEXT_HFB-02283,HFB-02283,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.6151,hydraulic
RCA_TEXT_HFB-02284,HFB-02284,rca_text,过滤器出现轻微振动异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00699。,0.5797,hydraulic
EVO_TEXT_HFB-02284,HFB-02284,fault_evolution_text,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5797,hydraulic
RCA_TEXT_HFB-02285,HFB-02285,rca_text,卸荷阀出现轻微流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02285。,0.5874,hydraulic
EVO_TEXT_HFB-02285,HFB-02285,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.5874,hydraulic
RCA_TEXT_HFB-02286,HFB-02286,rca_text,单向阀出现轻微阀芯卡滞，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02286。,0.6391,hydraulic
EVO_TEXT_HFB-02286,HFB-02286,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6391,hydraulic
RCA_TEXT_HFB-02287,HFB-02287,rca_text,该案例表现为中度泄漏异常，根因更可能由装配阶段隐患累积触发。,0.5834,hydraulic
EVO_TEXT_HFB-02287,HFB-02287,fault_evolution_text,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5834,hydraulic
RCA_TEXT_HFB-02288,HFB-02288,rca_text,该案例表现为轻微压力异常，根因更可能由设计阶段隐患累积触发。,0.5639,hydraulic
EVO_TEXT_HFB-02288,HFB-02288,fault_evolution_text,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5639,hydraulic
RCA_TEXT_HFB-02289,HFB-02289,rca_text,该案例表现为中度振动异常，根因更可能由制造阶段隐患累积触发。,0.6575,hydraulic
EVO_TEXT_HFB-02289,HFB-02289,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6575,hydraulic
RCA_TEXT_HFB-02290,HFB-02290,rca_text,该案例表现为轻微温度异常，根因更可能由制造阶段隐患累积触发。,0.5743,hydraulic
EVO_TEXT_HFB-02290,HFB-02290,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5743,hydraulic
RCA_TEXT_HFB-02291,HFB-02291,rca_text,该案例表现为轻微阀芯卡滞，根因更可能由制造阶段隐患累积触发。,0.5626,hydraulic
EVO_TEXT_HFB-02291,HFB-02291,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.5626,hydraulic
RCA_TEXT_HFB-02292,HFB-02292,rca_text,结合传感器能量和检测记录，方向控制阀的流量异常与运维阶段高风险实体 HOPR-02292 一致。,0.609,hydraulic
EVO_TEXT_HFB-02292,HFB-02292,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.609,hydraulic
RCA_TEXT_HFB-02293,HFB-02293,rca_text,该案例表现为轻微压力异常，根因更可能由运维阶段隐患累积触发。,0.5888,hydraulic
EVO_TEXT_HFB-02293,HFB-02293,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5888,hydraulic
RCA_TEXT_HFB-02294,HFB-02294,rca_text,作动筒出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02294。,0.5374,hydraulic
EVO_TEXT_HFB-02294,HFB-02294,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5374,hydraulic
RCA_TEXT_HFB-02295,HFB-02295,rca_text,液压油箱出现轻微流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02295。,0.5951,hydraulic
EVO_TEXT_HFB-02295,HFB-02295,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.5951,hydraulic
RCA_TEXT_HFB-02296,HFB-02296,rca_text,卸荷阀出现中度压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02296。,0.6582,hydraulic
EVO_TEXT_HFB-02296,HFB-02296,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.6582,hydraulic
RCA_TEXT_HFB-02297,HFB-02297,rca_text,结合传感器能量和检测记录，单向阀的流量异常与运维阶段高风险实体 HOPR-02297 一致。,0.5538,hydraulic
EVO_TEXT_HFB-02297,HFB-02297,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5538,hydraulic
RCA_TEXT_HFB-02298,HFB-02298,rca_text,卸荷阀出现轻微流量异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00745。,0.5687,hydraulic
EVO_TEXT_HFB-02298,HFB-02298,fault_evolution_text,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5687,hydraulic
RCA_TEXT_HFB-02299,HFB-02299,rca_text,该案例表现为中度流量异常，根因更可能由运维阶段隐患累积触发。,0.6205,hydraulic
EVO_TEXT_HFB-02299,HFB-02299,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6205,hydraulic
RCA_TEXT_HFB-02300,HFB-02300,rca_text,该案例表现为轻微流量异常，根因更可能由装配阶段隐患累积触发。,0.6196,hydraulic
EVO_TEXT_HFB-02300,HFB-02300,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6196,hydraulic
RCA_TEXT_HFB-02301,HFB-02301,rca_text,卸荷阀出现轻微压力异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00443。,0.5667,hydraulic
EVO_TEXT_HFB-02301,HFB-02301,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5667,hydraulic
RCA_TEXT_HFB-02302,HFB-02302,rca_text,结合传感器能量和检测记录，单向阀的振动异常与运维阶段高风险实体 HOPR-02302 一致。,0.5925,hydraulic
EVO_TEXT_HFB-02302,HFB-02302,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5925,hydraulic
RCA_TEXT_HFB-02303,HFB-02303,rca_text,结合传感器能量和检测记录，过滤器的温度异常与运维阶段高风险实体 HOPR-02303 一致。,0.6183,hydraulic
EVO_TEXT_HFB-02303,HFB-02303,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6183,hydraulic
RCA_TEXT_HFB-02304,HFB-02304,rca_text,该案例表现为轻微流量异常，根因更可能由装配阶段隐患累积触发。,0.5923,hydraulic
EVO_TEXT_HFB-02304,HFB-02304,fault_evolution_text,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5923,hydraulic
RCA_TEXT_HFB-02305,HFB-02305,rca_text,该案例表现为中度阀芯卡滞，根因更可能由制造阶段隐患累积触发。,0.6288,hydraulic
EVO_TEXT_HFB-02305,HFB-02305,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6288,hydraulic
RCA_TEXT_HFB-02306,HFB-02306,rca_text,溢流阀出现轻微压力异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00013。,0.5902,hydraulic
EVO_TEXT_HFB-02306,HFB-02306,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5902,hydraulic
RCA_TEXT_HFB-02307,HFB-02307,rca_text,单向阀出现中度阀芯卡滞，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00664。,0.6261,hydraulic
EVO_TEXT_HFB-02307,HFB-02307,fault_evolution_text,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6261,hydraulic
RCA_TEXT_HFB-02308,HFB-02308,rca_text,液压泵总成出现中度压力异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-02308。,0.7052,hydraulic
EVO_TEXT_HFB-02308,HFB-02308,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.7052,hydraulic
RCA_TEXT_HFB-02309,HFB-02309,rca_text,该案例表现为轻微泄漏异常，根因更可能由材料阶段隐患累积触发。,0.6343,hydraulic
EVO_TEXT_HFB-02309,HFB-02309,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6343,hydraulic
RCA_TEXT_HFB-02310,HFB-02310,rca_text,该案例表现为轻微温度异常，根因更可能由材料阶段隐患累积触发。,0.577,hydraulic
EVO_TEXT_HFB-02310,HFB-02310,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.577,hydraulic
RCA_TEXT_HFB-02311,HFB-02311,rca_text,结合传感器能量和检测记录，过滤器的温度异常与运维阶段高风险实体 HOPR-02311 一致。,0.6193,hydraulic
EVO_TEXT_HFB-02311,HFB-02311,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6193,hydraulic
RCA_TEXT_HFB-02312,HFB-02312,rca_text,该案例表现为轻微温度异常，根因更可能由运维阶段隐患累积触发。,0.5452,hydraulic
EVO_TEXT_HFB-02312,HFB-02312,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.5452,hydraulic
RCA_TEXT_HFB-02313,HFB-02313,rca_text,该案例表现为轻微泄漏异常，根因更可能由装配阶段隐患累积触发。,0.5683,hydraulic
EVO_TEXT_HFB-02313,HFB-02313,fault_evolution_text,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5683,hydraulic
RCA_TEXT_HFB-02314,HFB-02314,rca_text,结合传感器能量和检测记录，管路总成的流量异常与检测阶段高风险实体 HINSP-02314 一致。,0.6115,hydraulic
EVO_TEXT_HFB-02314,HFB-02314,fault_evolution_text,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6115,hydraulic
