feedback_id,case_id,component_uid,component_code,component_name,fault_type,fault_position,fault_severity,diagnosis_confidence,rca_text,fault_evolution_text,rca_confidence,true_reason_id,true_reason_type,true_stage
HFB-02270,HCASE-02270,HCU-02270,C006,冷却器,temperature_abnormal,冷却器,slight,0.6943,冷却器出现轻微温度异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00372。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.6424,HMAT-00372,MaterialBatch,material
HFB-02271,HCASE-02271,HCU-02271,C010,节流阀,flow_abnormal,节流阀,medium,0.7807,结合传感器能量和检测记录，节流阀的流量异常与检测阶段高风险实体 HINSP-02271 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6482,HINSP-02271,InspectionRecord,inspection
HFB-02272,HCASE-02272,HCU-02272,C011,管路总成,oil_leakage,管路总成,medium,0.7241,结合传感器能量和检测记录，管路总成的泄漏异常与装配阶段高风险实体 HASM-02272 一致。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6044,HASM-02272,AssemblyRecord,assembly
HFB-02273,HCASE-02273,HCU-02273,C005,蓄能器,temperature_abnormal,蓄能器,slight,0.6735,结合传感器能量和检测记录，蓄能器的温度异常与运维阶段高风险实体 HOPR-02273 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6153,HOPR-02273,MaintenanceRecord,operation
HFB-02274,HCASE-02274,HCU-02274,C003,作动筒,temperature_abnormal,作动筒,slight,0.634,作动筒出现轻微温度异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02274。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.4868,HOPR-02274,MaintenanceRecord,operation
HFB-02275,HCASE-02275,HCU-02275,C009,单向阀,valve_stuck,单向阀,slight,0.6412,单向阀出现轻微阀芯卡滞，生命周期风险集中在装配阶段，建议优先追溯 HASM-02275。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5555,HASM-02275,AssemblyRecord,assembly
HFB-02276,HCASE-02276,HCU-02276,C009,单向阀,flow_abnormal,单向阀,slight,0.6111,该案例表现为轻微流量异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5579,HOPR-02276,MaintenanceRecord,operation
HFB-02277,HCASE-02277,HCU-02277,C007,过滤器,flow_abnormal,过滤器,slight,0.6983,结合传感器能量和检测记录，过滤器的流量异常与设计阶段高风险实体 HDES-01003 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.6015,HDES-01003,DesignSpec,design
HFB-02278,HCASE-02278,HCU-02278,C011,管路总成,pressure_abnormal,管路总成,medium,0.7109,该案例表现为中度压力异常，根因更可能由设计阶段隐患累积触发。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5981,HPIP-00405,PipeDesignParam,design
HFB-02279,HCASE-02279,HCU-02279,C007,过滤器,flow_abnormal,过滤器,medium,0.6931,结合传感器能量和检测记录，过滤器的流量异常与装配阶段高风险实体 HASM-02279 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6036,HASM-02279,AssemblyRecord,assembly
HFB-02280,HCASE-02280,HCU-02280,C011,管路总成,oil_leakage,管路总成,medium,0.6643,该案例表现为中度泄漏异常，根因更可能由检测阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.5768,HINSP-02280,InspectionRecord,inspection
HFB-02281,HCASE-02281,HCU-02281,C011,管路总成,vibration_abnormal,管路总成,medium,0.6439,结合传感器能量和检测记录，管路总成的振动异常与运维阶段高风险实体 HOPR-02281 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.6206,HOPR-02281,MaintenanceRecord,operation
HFB-02282,HCASE-02282,HCU-02282,C003,作动筒,oil_leakage,作动筒,slight,0.6577,作动筒出现轻微泄漏异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02282。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5379,HOPR-02282,MaintenanceRecord,operation
HFB-02283,HCASE-02283,HCU-02283,C009,单向阀,pressure_abnormal,单向阀,slight,0.7184,单向阀出现轻微压力异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-02283。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.6151,HASM-02283,AssemblyRecord,assembly
HFB-02284,HCASE-02284,HCU-02284,C007,过滤器,vibration_abnormal,过滤器,slight,0.7462,过滤器出现轻微振动异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00699。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5797,HDES-00699,DesignSpec,design
HFB-02285,HCASE-02285,HCU-02285,C012,卸荷阀,flow_abnormal,卸荷阀,slight,0.6744,卸荷阀出现轻微流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02285。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.5874,HOPR-02285,MaintenanceRecord,operation
HFB-02286,HCASE-02286,HCU-02286,C009,单向阀,valve_stuck,单向阀,slight,0.7378,单向阀出现轻微阀芯卡滞，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02286。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6391,HOPR-02286,MaintenanceRecord,operation
HFB-02287,HCASE-02287,HCU-02287,C012,卸荷阀,oil_leakage,卸荷阀,medium,0.7107,该案例表现为中度泄漏异常，根因更可能由装配阶段隐患累积触发。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5834,HASM-02287,AssemblyRecord,assembly
HFB-02288,HCASE-02288,HCU-02288,C012,卸荷阀,pressure_abnormal,卸荷阀,slight,0.7055,该案例表现为轻微压力异常，根因更可能由设计阶段隐患累积触发。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5639,HDES-00554,DesignSpec,design
HFB-02289,HCASE-02289,HCU-02289,C001,液压泵总成,vibration_abnormal,液压泵总成,medium,0.6971,该案例表现为中度振动异常，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6575,HMAN-01185,ManufacturingBatch,manufacturing
HFB-02290,HCASE-02290,HCU-02290,C009,单向阀,temperature_abnormal,单向阀,slight,0.6699,该案例表现为轻微温度异常，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5743,HMAN-00526,ManufacturingBatch,manufacturing
HFB-02291,HCASE-02291,HCU-02291,C010,节流阀,valve_stuck,节流阀,slight,0.6613,该案例表现为轻微阀芯卡滞，根因更可能由制造阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.5626,HMAN-00530,ManufacturingBatch,manufacturing
HFB-02292,HCASE-02292,HCU-02292,C002,方向控制阀,flow_abnormal,方向控制阀,slight,0.7099,结合传感器能量和检测记录，方向控制阀的流量异常与运维阶段高风险实体 HOPR-02292 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.609,HOPR-02292,MaintenanceRecord,operation
HFB-02293,HCASE-02293,HCU-02293,C012,卸荷阀,pressure_abnormal,卸荷阀,slight,0.6554,该案例表现为轻微压力异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5888,HOPR-02293,MaintenanceRecord,operation
HFB-02294,HCASE-02294,HCU-02294,C003,作动筒,pressure_abnormal,作动筒,slight,0.6276,作动筒出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02294。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5374,HOPR-02294,MaintenanceRecord,operation
HFB-02295,HCASE-02295,HCU-02295,C008,液压油箱,flow_abnormal,液压油箱,slight,0.6586,液压油箱出现轻微流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02295。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.5951,HOPR-02295,MaintenanceRecord,operation
HFB-02296,HCASE-02296,HCU-02296,C012,卸荷阀,pressure_abnormal,卸荷阀,medium,0.7124,卸荷阀出现中度压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02296。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.6582,HOPR-02296,MaintenanceRecord,operation
HFB-02297,HCASE-02297,HCU-02297,C009,单向阀,flow_abnormal,单向阀,slight,0.6579,结合传感器能量和检测记录，单向阀的流量异常与运维阶段高风险实体 HOPR-02297 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5538,HOPR-02297,MaintenanceRecord,operation
HFB-02298,HCASE-02298,HCU-02298,C012,卸荷阀,flow_abnormal,卸荷阀,slight,0.6619,卸荷阀出现轻微流量异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00745。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5687,HMAN-00745,ManufacturingBatch,manufacturing
HFB-02299,HCASE-02299,HCU-02299,C004,溢流阀,flow_abnormal,溢流阀,medium,0.7347,该案例表现为中度流量异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6205,HOPR-02299,MaintenanceRecord,operation
HFB-02300,HCASE-02300,HCU-02300,C008,液压油箱,flow_abnormal,液压油箱,slight,0.6519,该案例表现为轻微流量异常，根因更可能由装配阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6196,HASM-02300,AssemblyRecord,assembly
HFB-02301,HCASE-02301,HCU-02301,C012,卸荷阀,pressure_abnormal,卸荷阀,slight,0.6691,卸荷阀出现轻微压力异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00443。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5667,HDES-00443,DesignSpec,design
HFB-02302,HCASE-02302,HCU-02302,C009,单向阀,vibration_abnormal,单向阀,slight,0.6567,结合传感器能量和检测记录，单向阀的振动异常与运维阶段高风险实体 HOPR-02302 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5925,HOPR-02302,MaintenanceRecord,operation
HFB-02303,HCASE-02303,HCU-02303,C007,过滤器,temperature_abnormal,过滤器,slight,0.6803,结合传感器能量和检测记录，过滤器的温度异常与运维阶段高风险实体 HOPR-02303 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6183,HOPR-02303,MaintenanceRecord,operation
HFB-02304,HCASE-02304,HCU-02304,C007,过滤器,flow_abnormal,过滤器,slight,0.6877,该案例表现为轻微流量异常，根因更可能由装配阶段隐患累积触发。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5923,HASM-02304,AssemblyRecord,assembly
HFB-02305,HCASE-02305,HCU-02305,C002,方向控制阀,valve_stuck,方向控制阀,medium,0.7227,该案例表现为中度阀芯卡滞，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6288,HMAN-00171,ManufacturingBatch,manufacturing
HFB-02306,HCASE-02306,HCU-02306,C004,溢流阀,pressure_abnormal,溢流阀,slight,0.6707,溢流阀出现轻微压力异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00013。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5902,HMAN-00013,ManufacturingBatch,manufacturing
HFB-02307,HCASE-02307,HCU-02307,C009,单向阀,valve_stuck,单向阀,medium,0.7275,单向阀出现中度阀芯卡滞，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00664。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6261,HMAN-00664,ManufacturingBatch,manufacturing
HFB-02308,HCASE-02308,HCU-02308,C001,液压泵总成,pressure_abnormal,液压泵总成,medium,0.8108,液压泵总成出现中度压力异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-02308。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.7052,HINSP-02308,InspectionRecord,inspection
HFB-02309,HCASE-02309,HCU-02309,C009,单向阀,oil_leakage,单向阀,slight,0.7125,该案例表现为轻微泄漏异常，根因更可能由材料阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6343,HMAT-00599,MaterialBatch,material
HFB-02310,HCASE-02310,HCU-02310,C007,过滤器,temperature_abnormal,过滤器,slight,0.6633,该案例表现为轻微温度异常，根因更可能由材料阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.577,HMAT-00050,MaterialBatch,material
HFB-02311,HCASE-02311,HCU-02311,C007,过滤器,temperature_abnormal,过滤器,medium,0.6903,结合传感器能量和检测记录，过滤器的温度异常与运维阶段高风险实体 HOPR-02311 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6193,HOPR-02311,MaintenanceRecord,operation
HFB-02312,HCASE-02312,HCU-02312,C004,溢流阀,temperature_abnormal,溢流阀,slight,0.6148,该案例表现为轻微温度异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.5452,HOPR-02312,MaintenanceRecord,operation
HFB-02313,HCASE-02313,HCU-02313,C012,卸荷阀,oil_leakage,卸荷阀,slight,0.6319,该案例表现为轻微泄漏异常，根因更可能由装配阶段隐患累积触发。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5683,HASM-02313,AssemblyRecord,assembly
HFB-02314,HCASE-02314,HCU-02314,C011,管路总成,flow_abnormal,管路总成,medium,0.7023,结合传感器能量和检测记录，管路总成的流量异常与检测阶段高风险实体 HINSP-02314 一致。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6115,HINSP-02314,InspectionRecord,inspection
HFB-02315,HCASE-02315,HCU-02315,C002,方向控制阀,valve_stuck,方向控制阀,slight,0.6893,该案例表现为轻微阀芯卡滞，根因更可能由装配阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.6092,HASM-02315,AssemblyRecord,assembly
HFB-02316,HCASE-02316,HCU-02316,C003,作动筒,oil_leakage,作动筒,medium,0.664,该案例表现为中度泄漏异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5909,HOPR-02316,MaintenanceRecord,operation
HFB-02317,HCASE-02317,HCU-02317,C009,单向阀,valve_stuck,单向阀,slight,0.7011,该案例表现为轻微阀芯卡滞，根因更可能由设计阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.6568,HDES-01135,DesignSpec,design
HFB-02318,HCASE-02318,HCU-02318,C007,过滤器,flow_abnormal,过滤器,slight,0.653,该案例表现为轻微流量异常，根因更可能由设计阶段隐患累积触发。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6129,HDES-01056,DesignSpec,design
HFB-02319,HCASE-02319,HCU-02319,C004,溢流阀,temperature_abnormal,溢流阀,slight,0.6849,结合传感器能量和检测记录，溢流阀的温度异常与运维阶段高风险实体 HOPR-02319 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.6072,HOPR-02319,MaintenanceRecord,operation
HFB-02320,HCASE-02320,HCU-02320,C011,管路总成,pressure_abnormal,管路总成,medium,0.6972,结合传感器能量和检测记录，管路总成的压力异常与运维阶段高风险实体 HOPR-02320 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6069,HOPR-02320,MaintenanceRecord,operation
HFB-02321,HCASE-02321,HCU-02321,C007,过滤器,flow_abnormal,过滤器,slight,0.724,过滤器出现轻微流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02321。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6637,HOPR-02321,MaintenanceRecord,operation
HFB-02322,HCASE-02322,HCU-02322,C007,过滤器,temperature_abnormal,过滤器,medium,0.71,结合传感器能量和检测记录，过滤器的温度异常与材料阶段高风险实体 HMAT-00566 一致。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6441,HMAT-00566,MaterialBatch,material
HFB-02323,HCASE-02323,HCU-02323,C008,液压油箱,temperature_abnormal,液压油箱,slight,0.7188,结合传感器能量和检测记录，液压油箱的温度异常与制造阶段高风险实体 HMAN-00025 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.6153,HMAN-00025,ManufacturingBatch,manufacturing
HFB-02324,HCASE-02324,HCU-02324,C012,卸荷阀,valve_stuck,卸荷阀,medium,0.737,卸荷阀出现中度阀芯卡滞，生命周期风险集中在设计阶段，建议优先追溯 HDES-00175。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.6154,HDES-00175,DesignSpec,design
HFB-02325,HCASE-02325,HCU-02325,C003,作动筒,valve_stuck,作动筒,slight,0.6084,结合传感器能量和检测记录，作动筒的阀芯卡滞与运维阶段高风险实体 HOPR-02325 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.5769,HOPR-02325,MaintenanceRecord,operation
HFB-02326,HCASE-02326,HCU-02326,C006,冷却器,valve_stuck,冷却器,slight,0.6295,该案例表现为轻微阀芯卡滞，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.4839,HOPR-02326,MaintenanceRecord,operation
HFB-02327,HCASE-02327,HCU-02327,C003,作动筒,oil_leakage,作动筒,slight,0.6397,作动筒出现轻微泄漏异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-02327。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5308,HINSP-02327,InspectionRecord,inspection
HFB-02328,HCASE-02328,HCU-02328,C005,蓄能器,vibration_abnormal,蓄能器,slight,0.7315,该案例表现为轻微振动异常，根因更可能由装配阶段隐患累积触发。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6066,HASM-02328,AssemblyRecord,assembly
HFB-02329,HCASE-02329,HCU-02329,C002,方向控制阀,flow_abnormal,方向控制阀,medium,0.7244,结合传感器能量和检测记录，方向控制阀的流量异常与装配阶段高风险实体 HASM-02329 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.6088,HASM-02329,AssemblyRecord,assembly
HFB-02330,HCASE-02330,HCU-02330,C008,液压油箱,valve_stuck,液压油箱,slight,0.6407,液压油箱出现轻微阀芯卡滞，生命周期风险集中在运维阶段，建议优先追溯 HOPR-02330。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5654,HOPR-02330,MaintenanceRecord,operation
HFB-02331,HCASE-02331,HCU-02331,C004,溢流阀,valve_stuck,溢流阀,slight,0.6599,结合传感器能量和检测记录，溢流阀的阀芯卡滞与运维阶段高风险实体 HOPR-02331 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6096,HOPR-02331,MaintenanceRecord,operation
HFB-02332,HCASE-02332,HCU-02332,C011,管路总成,pressure_abnormal,管路总成,medium,0.7622,结合传感器能量和检测记录，管路总成的压力异常与设计阶段高风险实体 HPIP-00410 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6798,HPIP-00410,PipeDesignParam,design
HFB-02333,HCASE-02333,HCU-02333,C005,蓄能器,valve_stuck,蓄能器,slight,0.7115,该案例表现为轻微阀芯卡滞，根因更可能由材料阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.63,HMAT-00405,MaterialBatch,material
HFB-02334,HCASE-02334,HCU-02334,C011,管路总成,flow_abnormal,管路总成,medium,0.7273,管路总成出现中度流量异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-02334。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.582,HINSP-02334,InspectionRecord,inspection
HFB-02335,HCASE-02335,HCU-02335,C011,管路总成,valve_stuck,管路总成,slight,0.6735,管路总成出现轻微阀芯卡滞，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00048。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5897,HMAT-00048,MaterialBatch,material
HFB-02336,HCASE-02336,HCU-02336,C012,卸荷阀,pressure_abnormal,卸荷阀,medium,0.7504,卸荷阀出现中度压力异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00667。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5855,HDES-00667,DesignSpec,design
HFB-02337,HCASE-02337,HCU-02337,C010,节流阀,vibration_abnormal,节流阀,slight,0.5775,节流阀出现轻微振动异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00656。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.5377,HMAN-00656,ManufacturingBatch,manufacturing
HFB-02338,HCASE-02338,HCU-02338,C003,作动筒,oil_leakage,作动筒,slight,0.6448,该案例表现为轻微泄漏异常，根因更可能由设计阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.6168,HDES-00063,DesignSpec,design
HFB-02339,HCASE-02339,HCU-02339,C003,作动筒,pressure_abnormal,作动筒,slight,0.6434,结合传感器能量和检测记录，作动筒的压力异常与设计阶段高风险实体 HDES-00418 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5831,HDES-00418,DesignSpec,design
HFB-02340,HCASE-02340,HCU-02340,C012,卸荷阀,pressure_abnormal,卸荷阀,slight,0.7143,该案例表现为轻微压力异常，根因更可能由装配阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5954,HASM-02340,AssemblyRecord,assembly
HFB-02341,HCASE-02341,HCU-02341,C004,溢流阀,flow_abnormal,溢流阀,slight,0.747,结合传感器能量和检测记录，溢流阀的流量异常与制造阶段高风险实体 HMAN-00829 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.5928,HMAN-00829,ManufacturingBatch,manufacturing
HFB-02342,HCASE-02342,HCU-02342,C011,管路总成,vibration_abnormal,管路总成,medium,0.6332,结合传感器能量和检测记录，管路总成的振动异常与运维阶段高风险实体 HOPR-02342 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6026,HOPR-02342,MaintenanceRecord,operation
HFB-02343,HCASE-02343,HCU-02343,C004,溢流阀,pressure_abnormal,溢流阀,slight,0.6745,结合传感器能量和检测记录，溢流阀的压力异常与设计阶段高风险实体 HDES-00275 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6256,HDES-00275,DesignSpec,design
HFB-02344,HCASE-02344,HCU-02344,C012,卸荷阀,vibration_abnormal,卸荷阀,slight,0.6684,该案例表现为轻微振动异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.522,HOPR-02344,MaintenanceRecord,operation
HFB-02345,HCASE-02345,HCU-02345,C007,过滤器,flow_abnormal,过滤器,slight,0.6635,过滤器出现轻微流量异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00213。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5882,HDES-00213,DesignSpec,design
HFB-02346,HCASE-02346,HCU-02346,C004,溢流阀,flow_abnormal,溢流阀,slight,0.6592,结合传感器能量和检测记录，溢流阀的流量异常与运维阶段高风险实体 HOPR-02346 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5836,HOPR-02346,MaintenanceRecord,operation
HFB-02347,HCASE-02347,HCU-02347,C008,液压油箱,oil_leakage,液压油箱,slight,0.6638,该案例表现为轻微泄漏异常，根因更可能由检测阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.6476,HINSP-02347,InspectionRecord,inspection
HFB-02348,HCASE-02348,HCU-02348,C002,方向控制阀,flow_abnormal,方向控制阀,medium,0.6875,方向控制阀出现中度流量异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-01173。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5986,HDES-01173,DesignSpec,design
HFB-02349,HCASE-02349,HCU-02349,C005,蓄能器,vibration_abnormal,蓄能器,slight,0.7125,结合传感器能量和检测记录，蓄能器的振动异常与材料阶段高风险实体 HMAT-00208 一致。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6681,HMAT-00208,MaterialBatch,material
HFB-02350,HCASE-02350,HCU-02350,C011,管路总成,vibration_abnormal,管路总成,medium,0.7822,结合传感器能量和检测记录，管路总成的振动异常与检测阶段高风险实体 HINSP-02350 一致。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6181,HINSP-02350,InspectionRecord,inspection
HFB-02351,HCASE-02351,HCU-02351,C003,作动筒,temperature_abnormal,作动筒,slight,0.7454,该案例表现为轻微温度异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.625,HOPR-02351,MaintenanceRecord,operation
HFB-02352,HCASE-02352,HCU-02352,C003,作动筒,oil_leakage,作动筒,slight,0.6411,作动筒出现轻微泄漏异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-02352。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5762,HASM-02352,AssemblyRecord,assembly
HFB-02353,HCASE-02353,HCU-02353,C005,蓄能器,pressure_abnormal,蓄能器,slight,0.6865,该案例表现为轻微压力异常，根因更可能由设计阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6344,HDES-00739,DesignSpec,design
HFB-02354,HCASE-02354,HCU-02354,C006,冷却器,pressure_abnormal,冷却器,slight,0.7571,结合传感器能量和检测记录，冷却器的压力异常与材料阶段高风险实体 HMAT-00479 一致。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5935,HMAT-00479,MaterialBatch,material
HFB-02355,HCASE-02355,HCU-02355,C011,管路总成,vibration_abnormal,管路总成,medium,0.7574,该案例表现为中度振动异常，根因更可能由设计阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6409,HPIP-00415,PipeDesignParam,design
HFB-02356,HCASE-02356,HCU-02356,C008,液压油箱,vibration_abnormal,液压油箱,slight,0.6893,结合传感器能量和检测记录，液压油箱的振动异常与装配阶段高风险实体 HASM-02356 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.5558,HASM-02356,AssemblyRecord,assembly
