fault_report_id,service_event_id,repair_order_id,component_serial_no,fault_sym_code,fault_title,fault_text,fail_pos_desc,found_at_text,finder_name,gzjb
151,151,151,LGACT-2026-0151,DEF-HYD-08,Excessive Trunnion Bushing Clearance,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/20 01:37:00,Zhang Jiancheng,MRO_SEV_CRITICAL
152,152,152,LGACT-2026-0152,DEF-HYD-09,Loose Displacement Sensor Bracket,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/21 01:44:00,Li Hang,MRO_SEV_WARN
153,153,153,LGACT-2026-0153,DEF-HYD-01,Chrome Plating Scratch on Piston Rod,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/22 01:51:00,Wang Lijun,MRO_SEV_MINOR
154,154,154,LGACT-2026-0154,DEF-HYD-02,Seal Ring Compression Damage,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/23 01:58:00,Zhao Min,MRO_SEV_MAJOR
155,155,155,LGACT-2026-0155,DEF-HYD-03,Scratch on Cylinder Barrel Inner Wall,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/24 02:05:00,Chen Gong,MRO_SEV_CRITICAL
156,156,156,LGACT-2026-0156,DEF-HYD-04,Pressure Holding Leakage Rate Out of Tolerance,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/25 02:12:00,Liu Xiaofeng,MRO_SEV_WARN
157,157,157,LGACT-2026-0157,DEF-HYD-05,Actuation Hysteresis,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/26 02:19:00,Zhou Qian,MRO_SEV_MINOR
158,158,158,LGACT-2026-0158,DEF-HYD-06,Minor Leakage at Hydraulic Fitting,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/27 02:26:00,Huang Zhiqiang,MRO_SEV_MAJOR
159,159,159,LGACT-2026-0159,DEF-HYD-07,Excessive Trunnion Bushing Clearance,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/28 02:33:00,Sun Wei,MRO_SEV_CRITICAL
160,160,160,LGACT-2026-0160,DEF-HYD-08,Loose Displacement Sensor Bracket,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/29 02:40:00,Ma Rui,MRO_SEV_WARN
161,161,161,LGACT-2026-0161,DEF-HYD-09,Chrome Plating Scratch on Piston Rod,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/30 02:47:00,Zhang Jiancheng,MRO_SEV_MINOR
162,162,162,LGACT-2026-0162,DEF-HYD-01,Seal Ring Compression Damage,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/31 02:54:00,Li Hang,MRO_SEV_MAJOR
163,163,163,LGACT-2026-0163,DEF-HYD-02,Scratch on Cylinder Barrel Inner Wall,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/01 03:01:00,Wang Lijun,MRO_SEV_CRITICAL
164,164,164,LGACT-2026-0164,DEF-HYD-03,Pressure Holding Leakage Rate Out of Tolerance,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/02 03:08:00,Zhao Min,MRO_SEV_WARN
165,165,165,LGACT-2026-0165,DEF-HYD-04,Actuation Hysteresis,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/03 03:15:00,Chen Gong,MRO_SEV_MINOR
166,166,166,LGACT-2026-0166,DEF-HYD-05,Minor Leakage at Hydraulic Fitting,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/04 03:22:00,Liu Xiaofeng,MRO_SEV_MAJOR
167,167,167,LGACT-2026-0167,DEF-HYD-06,Excessive Trunnion Bushing Clearance,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/05 03:29:00,Zhou Qian,MRO_SEV_CRITICAL
168,168,168,LGACT-2026-0168,DEF-HYD-07,Loose Displacement Sensor Bracket,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/06 03:36:00,Huang Zhiqiang,MRO_SEV_WARN
169,169,169,LGACT-2026-0169,DEF-HYD-08,Chrome Plating Scratch on Piston Rod,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/10 03:43:00,Sun Wei,MRO_SEV_MINOR
170,170,170,LGACT-2026-0170,DEF-HYD-09,Seal Ring Compression Damage,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/11 03:50:00,Ma Rui,MRO_SEV_MAJOR
171,171,171,LGACT-2026-0171,DEF-HYD-01,Scratch on Cylinder Barrel Inner Wall,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/12 03:57:00,Zhang Jiancheng,MRO_SEV_CRITICAL
172,172,172,LGACT-2026-0172,DEF-HYD-02,Pressure Holding Leakage Rate Out of Tolerance,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/13 04:04:00,Li Hang,MRO_SEV_WARN
173,173,173,LGACT-2026-0173,DEF-HYD-03,Actuation Hysteresis,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/14 04:11:00,Wang Lijun,MRO_SEV_MINOR
174,174,174,LGACT-2026-0174,DEF-HYD-04,Minor Leakage at Hydraulic Fitting,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/15 04:18:00,Zhao Min,MRO_SEV_MAJOR
175,175,175,LGACT-2026-0175,DEF-HYD-05,Excessive Trunnion Bushing Clearance,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/16 04:25:00,Chen Gong,MRO_SEV_CRITICAL
176,176,176,LGACT-2026-0176,DEF-HYD-06,Loose Displacement Sensor Bracket,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/17 04:32:00,Liu Xiaofeng,MRO_SEV_WARN
177,177,177,LGACT-2026-0177,DEF-HYD-07,Chrome Plating Scratch on Piston Rod,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/18 04:39:00,Zhou Qian,MRO_SEV_MINOR
178,178,178,LGACT-2026-0178,DEF-HYD-08,Seal Ring Compression Damage,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/19 04:46:00,Huang Zhiqiang,MRO_SEV_MAJOR
179,179,179,LGACT-2026-0179,DEF-HYD-09,Scratch on Cylinder Barrel Inner Wall,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/20 04:53:00,Sun Wei,MRO_SEV_CRITICAL
180,180,180,LGACT-2026-0180,DEF-HYD-01,Pressure Holding Leakage Rate Out of Tolerance,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/21 05:00:00,Ma Rui,MRO_SEV_WARN
181,181,181,LGACT-2026-0181,DEF-HYD-02,Actuation Hysteresis,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/22 05:07:00,Zhang Jiancheng,MRO_SEV_MINOR
182,182,182,LGACT-2026-0182,DEF-HYD-03,Minor Leakage at Hydraulic Fitting,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/23 05:14:00,Li Hang,MRO_SEV_MAJOR
183,183,183,LGACT-2026-0183,DEF-HYD-04,Excessive Trunnion Bushing Clearance,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/24 05:21:00,Wang Lijun,MRO_SEV_CRITICAL
184,184,184,LGACT-2026-0184,DEF-HYD-05,Loose Displacement Sensor Bracket,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/25 05:28:00,Zhao Min,MRO_SEV_WARN
185,185,185,LGACT-2026-0185,DEF-HYD-06,Chrome Plating Scratch on Piston Rod,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/26 05:35:00,Chen Gong,MRO_SEV_MINOR
186,186,186,LGACT-2026-0186,DEF-HYD-07,Seal Ring Compression Damage,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/27 05:42:00,Liu Xiaofeng,MRO_SEV_MAJOR
187,187,187,LGACT-2026-0187,DEF-HYD-08,Scratch on Cylinder Barrel Inner Wall,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/28 05:49:00,Zhou Qian,MRO_SEV_CRITICAL
188,188,188,LGACT-2026-0188,DEF-HYD-09,Pressure Holding Leakage Rate Out of Tolerance,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/29 05:56:00,Huang Zhiqiang,MRO_SEV_WARN
189,189,189,LGACT-2026-0189,DEF-HYD-01,Actuation Hysteresis,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/30 06:03:00,Sun Wei,MRO_SEV_MINOR
190,190,190,LGACT-2026-0190,DEF-HYD-02,Minor Leakage at Hydraulic Fitting,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/31 06:10:00,Ma Rui,MRO_SEV_MAJOR
191,191,191,LGACT-2026-0191,DEF-HYD-03,Excessive Trunnion Bushing Clearance,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/01 06:17:00,Zhang Jiancheng,MRO_SEV_CRITICAL
192,192,192,LGACT-2026-0192,DEF-HYD-04,Loose Displacement Sensor Bracket,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/02 06:24:00,Li Hang,MRO_SEV_WARN
193,193,193,LGACT-2026-0193,DEF-HYD-05,Chrome Plating Scratch on Piston Rod,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/03 06:31:00,Wang Lijun,MRO_SEV_MINOR
194,194,194,LGACT-2026-0194,DEF-HYD-06,Seal Ring Compression Damage,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/04 06:38:00,Zhao Min,MRO_SEV_MAJOR
195,195,195,LGACT-2026-0195,DEF-HYD-07,Scratch on Cylinder Barrel Inner Wall,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/05 06:45:00,Chen Gong,MRO_SEV_CRITICAL
196,196,196,LGACT-2026-0196,DEF-HYD-08,Pressure Holding Leakage Rate Out of Tolerance,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/06 06:52:00,Liu Xiaofeng,MRO_SEV_WARN
197,197,197,LGACT-2026-0197,DEF-HYD-09,Actuation Hysteresis,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/10 06:59:00,Zhou Qian,MRO_SEV_MINOR
198,198,198,LGACT-2026-0198,DEF-HYD-01,Minor Leakage at Hydraulic Fitting,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/11 07:06:00,Huang Zhiqiang,MRO_SEV_MAJOR
199,199,199,LGACT-2026-0199,DEF-HYD-02,Excessive Trunnion Bushing Clearance,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/12 07:13:00,Sun Wei,MRO_SEV_CRITICAL
200,200,200,LGACT-2026-0200,DEF-HYD-03,Loose Displacement Sensor Bracket,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/13 07:20:00,Ma Rui,MRO_SEV_WARN
