task_id,workid,taskcode,worktype,workname,partno,route_no,zzh,planqty,yxj,urgent_tab,plandate,delivery_date_char,reportman,reportdate,rwstate
181,WO-LG-2026-0181,TASK-LG-0181,MES_MAKE,Seal Component Assembly,LGACT-PART-002,RT-LGACT-0181,LGACT-2026-0181,002,002,Y,2026/05/22 05:07:00,20260522,Piston Rod Assembly aviation manufacturing business record used for actuator quality traceability.,2026/05/22 05:07:00,MES_OPEN
182,WO-LG-2026-0182,TASK-LG-0182,MES_BUY,Actuator Final Assembly,LGACT-PART-003,RT-LGACT-0182,LGACT-2026-0182,003,003,Y,2026/05/23 05:14:00,20260523,Cylinder Barrel Assembly aviation manufacturing business record used for actuator quality traceabili,2026/05/23 05:14:00,MES_RUNNING
183,WO-LG-2026-0183,TASK-LG-0183,MES_ASSEMBLY,Pressure Holding Test,LGACT-PART-004,RT-LGACT-0183,LGACT-2026-0183,004,004,N,2026/05/24 05:21:00,20260524,Front End Cap aviation manufacturing business record used for actuator quality traceability.,2026/05/24 05:21:00,MES_CLOSED
184,WO-LG-2026-0184,TASK-LG-0184,MES_SERVICE,Extension and Retraction Function Test,LGACT-PART-005,RT-LGACT-0184,LGACT-2026-0184,005,005,Y,2026/05/25 05:28:00,20260525,Rear End Cap aviation manufacturing business record used for actuator quality traceability.,2026/05/25 05:28:00,MES_HOLD
185,WO-LG-2026-0185,TASK-LG-0185,MES_MAKE,Cylinder Barrel Rough Machining,LGACT-PART-006,RT-LGACT-0185,LGACT-2026-0185,006,006,Y,2026/05/26 05:35:00,20260526,Seal Ring Assembly aviation manufacturing business record used for actuator quality traceability.,2026/05/26 05:35:00,MES_OPEN
186,WO-LG-2026-0186,TASK-LG-0186,MES_BUY,Piston Rod Precision Grinding,LGACT-PART-007,RT-LGACT-0186,LGACT-2026-0186,007,007,N,2026/05/27 05:42:00,20260527,Trunnion Bushing aviation manufacturing business record used for actuator quality traceability.,2026/05/27 05:42:00,MES_RUNNING
187,WO-LG-2026-0187,TASK-LG-0187,MES_ASSEMBLY,Inner Bore Honing,LGACT-PART-008,RT-LGACT-0187,LGACT-2026-0187,008,008,Y,2026/05/28 05:49:00,20260528,Spherical Bearing aviation manufacturing business record used for actuator quality traceability.,2026/05/28 05:49:00,MES_CLOSED
188,WO-LG-2026-0188,TASK-LG-0188,MES_SERVICE,Chrome Plating Layer Grinding,LGACT-PART-009,RT-LGACT-0188,LGACT-2026-0188,009,009,Y,2026/05/29 05:56:00,20260529,Throttle Connector aviation manufacturing business record used for actuator quality traceability.,2026/05/29 05:56:00,MES_HOLD
189,WO-LG-2026-0189,TASK-LG-0189,MES_MAKE,Seal Component Assembly,LGACT-PART-010,RT-LGACT-0189,LGACT-2026-0189,001,001,N,2026/05/30 06:03:00,20260530,Displacement Sensor Bracket aviation manufacturing business record used for actuator quality traceab,2026/05/30 06:03:00,MES_OPEN
190,WO-LG-2026-0190,TASK-LG-0190,MES_BUY,Actuator Final Assembly,LGACT-PART-011,RT-LGACT-0190,LGACT-2026-0190,002,002,Y,2026/05/31 06:10:00,20260531,Locking Nut aviation manufacturing business record used for actuator quality traceability.,2026/05/31 06:10:00,MES_RUNNING
191,WO-LG-2026-0191,TASK-LG-0191,MES_ASSEMBLY,Pressure Holding Test,LGACT-PART-012,RT-LGACT-0191,LGACT-2026-0191,003,003,Y,2026/06/01 06:17:00,20260601,Piston Rod Assembly aviation manufacturing business record used for actuator quality traceability.,2026/06/01 06:17:00,MES_CLOSED
192,WO-LG-2026-0192,TASK-LG-0192,MES_SERVICE,Extension and Retraction Function Test,LGACT-PART-013,RT-LGACT-0192,LGACT-2026-0192,004,004,N,2026/06/02 06:24:00,20260602,Cylinder Barrel Assembly aviation manufacturing business record used for actuator quality traceabili,2026/06/02 06:24:00,MES_HOLD
193,WO-LG-2026-0193,TASK-LG-0193,MES_MAKE,Cylinder Barrel Rough Machining,LGACT-PART-014,RT-LGACT-0193,LGACT-2026-0193,005,005,Y,2026/06/03 06:31:00,20260603,Front End Cap aviation manufacturing business record used for actuator quality traceability.,2026/06/03 06:31:00,MES_OPEN
194,WO-LG-2026-0194,TASK-LG-0194,MES_BUY,Piston Rod Precision Grinding,LGACT-PART-015,RT-LGACT-0194,LGACT-2026-0194,006,006,Y,2026/06/04 06:38:00,20260604,Rear End Cap aviation manufacturing business record used for actuator quality traceability.,2026/06/04 06:38:00,MES_RUNNING
195,WO-LG-2026-0195,TASK-LG-0195,MES_ASSEMBLY,Inner Bore Honing,LGACT-PART-016,RT-LGACT-0195,LGACT-2026-0195,007,007,N,2026/06/05 06:45:00,20260605,Seal Ring Assembly aviation manufacturing business record used for actuator quality traceability.,2026/06/05 06:45:00,MES_CLOSED
196,WO-LG-2026-0196,TASK-LG-0196,MES_SERVICE,Chrome Plating Layer Grinding,LGACT-PART-017,RT-LGACT-0196,LGACT-2026-0196,008,008,Y,2026/06/06 06:52:00,20260606,Trunnion Bushing aviation manufacturing business record used for actuator quality traceability.,2026/06/06 06:52:00,MES_HOLD
197,WO-LG-2026-0197,TASK-LG-0197,MES_MAKE,Seal Component Assembly,LGACT-PART-018,RT-LGACT-0197,LGACT-2026-0197,009,009,Y,2026/05/10 06:59:00,20260510,Spherical Bearing aviation manufacturing business record used for actuator quality traceability.,2026/05/10 06:59:00,MES_OPEN
198,WO-LG-2026-0198,TASK-LG-0198,MES_BUY,Actuator Final Assembly,LGACT-PART-019,RT-LGACT-0198,LGACT-2026-0198,001,001,N,2026/05/11 07:06:00,20260511,Throttle Connector aviation manufacturing business record used for actuator quality traceability.,2026/05/11 07:06:00,MES_RUNNING
199,WO-LG-2026-0199,TASK-LG-0199,MES_ASSEMBLY,Pressure Holding Test,LGACT-PART-020,RT-LGACT-0199,LGACT-2026-0199,002,002,Y,2026/05/12 07:13:00,20260512,Displacement Sensor Bracket aviation manufacturing business record used for actuator quality traceab,2026/05/12 07:13:00,MES_CLOSED
200,WO-LG-2026-0200,TASK-LG-0200,MES_SERVICE,Extension and Retraction Function Test,LGACT-PART-001,RT-LGACT-0200,LGACT-2026-0200,003,003,Y,2026/05/13 07:20:00,20260513,Locking Nut aviation manufacturing business record used for actuator quality traceability.,2026/05/13 07:20:00,MES_HOLD
